sku,claveProducto,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
0205004400,300002021,9.00,579.80,626.80,0.00,0.00,0.00,0.00,0.00,1,1
20241950,300002023,15.00,144.30,144.30,0.00,0.00,0.00,0.00,0.00,1,1
2409007400,300002027,1.00,2054.90,2221.40,0.00,0.00,0.00,0.00,0.00,1,1
145-032,300002028,4.00,867.50,867.50,0.00,0.00,0.00,0.00,0.00,1,1
300003,300002029,12.00,208.51,208.51,0.00,0.00,0.00,0.00,0.00,1,1
W-0371417,300002032,1.00,871.20,888.60,0.00,0.00,0.00,0.00,0.00,1,1
702-140,300002033,6.00,2529.30,2529.30,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-112,300002035,1.00,5099.70,5099.70,0.00,0.00,0.00,0.00,0.00,1,1
20240219,300002036,152.40,130.30,130.30,0.00,0.00,0.00,0.00,0.00,1,1
S-103024X,300002037,2.00,688.40,688.40,0.00,0.00,0.00,0.00,0.00,1,1
AC-252HG-25,300002038,1.00,359.70,381.30,0.00,0.00,0.00,0.00,0.00,1,1
08845,300002041,1.00,246.80,251.80,0.00,0.00,0.00,0.00,0.00,1,1
20242189,300002042,5.00,275.06,275.06,0.00,0.00,0.00,0.00,0.00,1,1
0295687,300002044,8.00,38.30,38.30,0.00,0.00,0.00,0.00,0.00,1,1
W-0371221,300002045,1.00,940.90,959.70,0.00,0.00,0.00,0.00,0.00,1,1
S-142506,300002047,1.00,136.50,136.50,0.00,0.00,0.00,0.00,0.00,1,1
PRO-414,300002048,2.00,140.95,140.95,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1303,300002049,20.00,9.10,9.80,0.00,0.00,0.00,0.00,0.00,1,1
16011-ZE0-005,300002052,4.00,227.30,245.70,0.00,0.00,0.00,0.00,0.00,1,1
BUJ-1,300002053,2.00,212.79,230.02,0.00,0.00,0.00,0.00,0.00,1,1
FRL14,300002056,1.00,1415.41,1530.06,0.00,0.00,0.00,0.00,0.00,1,1
CG1037,300002057,10.00,262.00,262.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-008,300002061,2.00,29.10,29.10,0.00,0.00,0.00,0.00,0.00,1,1
00778,300002064,1.00,1184.81,1208.63,0.00,0.00,0.00,0.00,0.00,1,1
CNA080,300002065,3.00,138.00,138.00,0.00,0.00,0.00,0.00,0.00,1,1
20822020,300002066,8.00,574.60,574.60,0.00,0.00,0.00,0.00,0.00,1,1
S-83439,300002067,7.00,240.52,240.52,0.00,0.00,0.00,0.00,0.00,1,1
CG1167,300002069,2.00,1039.54,1039.54,0.00,0.00,0.00,0.00,0.00,1,1
BAL-1,300002071,2.00,46.30,46.30,0.00,0.00,0.00,0.00,0.00,1,1
W-0241408,300002072,4.00,249.18,254.16,0.00,0.00,0.00,0.00,0.00,1,1
761-295,300002078,1.00,3697.10,3697.10,0.00,0.00,0.00,0.00,0.00,1,1
PRO-1049,300002079,4.00,4.40,4.40,0.00,0.00,0.00,0.00,0.00,1,1
700-211,300002083,3.00,1187.00,1187.00,0.00,0.00,0.00,0.00,0.00,1,1
350-517,300002085,3.00,980.30,980.30,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4046,300002087,8.00,3.06,3.06,0.00,0.00,0.00,0.00,0.00,1,1
S-342017,300002088,1.00,379.00,379.00,0.00,0.00,0.00,0.00,0.00,1,1
70-060201,300002090,6.00,293.50,293.50,0.00,0.00,0.00,0.00,0.00,1,1
800-690,300002093,1.00,5664.90,5664.90,0.00,0.00,0.00,0.00,0.00,1,1
780000,300002096,7.00,1769.10,1769.10,0.00,0.00,0.00,0.00,0.00,1,1
341-015,300002098,5.00,1594.40,1594.40,0.00,0.00,0.00,0.00,0.00,1,1
S-87011290,300002099,1.00,1271.10,1271.10,0.00,0.00,0.00,0.00,0.00,1,1
341-028,300002101,7.00,1594.41,1594.41,0.00,0.00,0.00,0.00,0.00,1,1
802427,300002105,5.00,301.80,319.92,0.00,0.00,0.00,0.00,0.00,1,1
E700710,300002109,4.00,11947.50,11947.50,0.00,0.00,0.00,0.00,0.00,1,1
G91001,300002111,1.00,558.60,558.60,0.00,0.00,0.00,0.00,0.00,1,1
20704450,300002112,15.40,1653.99,1653.99,0.00,0.00,0.00,0.00,0.00,1,1
00767,300002113,1.00,691.10,705.00,0.00,0.00,0.00,0.00,0.00,1,1
20242196,300002122,15.00,120.80,120.80,0.00,0.00,0.00,0.00,0.00,1,1
W-0371411,300002123,2.00,871.20,888.60,0.00,0.00,0.00,0.00,0.00,1,1
761-080,300002126,3.00,1203.70,1203.70,0.00,0.00,0.00,0.00,0.00,1,1
100000002,300002128,2.00,42.80,42.80,0.00,0.00,0.00,0.00,0.00,1,1
S-109125,300002129,5.00,67.10,67.10,0.00,0.00,0.00,0.00,0.00,1,1
770-373,300002137,7.00,116.00,116.00,0.00,0.00,0.00,0.00,0.00,1,1
20241915,300002139,2.00,606.40,606.40,0.00,0.00,0.00,0.00,0.00,1,1
BAL-4,300002144,2.00,54.00,54.00,0.00,0.00,0.00,0.00,0.00,1,1
SH-38023,300002145,2.00,261.70,261.70,0.00,0.00,0.00,0.00,0.00,1,1
700-1038,300002148,1.00,4705.80,4705.80,0.00,0.00,0.00,0.00,0.00,1,1
14771-ZE2-000,300002149,1.00,74.39,80.41,0.00,0.00,0.00,0.00,0.00,1,1
770-470,300002151,4.00,1058.40,1058.40,0.00,0.00,0.00,0.00,0.00,1,1
20822106,300002152,2.00,533.29,533.29,0.00,0.00,0.00,0.00,0.00,1,1
215102000,300002153,1.00,504.00,544.90,0.00,0.00,0.00,0.00,0.00,1,1
20241748,300002156,1.00,3151.20,3151.20,0.00,0.00,0.00,0.00,0.00,1,1
11101605,300002157,0.00,37.69,37.69,0.00,0.00,0.00,0.00,0.00,1,1
PRO-206,300002159,7.00,113.10,113.10,0.00,0.00,0.00,0.00,0.00,1,1
6388-2160,300002161,1.00,37.20,37.20,0.00,0.00,0.00,0.00,0.00,1,1
800-247,300002163,1.00,2784.80,2784.80,0.00,0.00,0.00,0.00,0.00,1,1
442-956,300002169,4.00,1901.80,1901.80,0.00,0.00,0.00,0.00,0.00,1,1
47050654,300002171,5.00,1128.19,1219.58,0.00,0.00,0.00,0.00,0.00,1,1
773-151,300002172,2.00,1972.70,1972.70,0.00,0.00,0.00,0.00,0.00,1,1
90270500,300002174,6.00,136.40,147.50,0.00,0.00,0.00,0.00,0.00,1,1
20241914,300002176,15.00,166.00,166.00,0.00,0.00,0.00,0.00,0.00,1,1
S-106877,300002179,3.00,1472.70,1472.70,0.00,0.00,0.00,0.00,0.00,1,1
800-265,300002183,1.00,1573.40,1573.40,0.00,0.00,0.00,0.00,0.00,1,1
11381-ZH8-801,300002190,1.00,69.70,75.30,0.00,0.00,0.00,0.00,0.00,1,1
20270619,300002191,227.60,134.80,134.80,0.00,0.00,0.00,0.00,0.00,1,1
22529,300002192,2.00,455.72,464.83,0.00,0.00,0.00,0.00,0.00,1,1
S-103083X,300002193,4.00,536.80,536.80,0.00,0.00,0.00,0.00,0.00,1,1
S-140804A,300002196,1.00,22.92,22.92,0.00,0.00,0.00,0.00,0.00,1,1
90262000,300002200,15.00,110.90,119.80,0.00,0.00,0.00,0.00,0.00,1,1
16610-ZE1-000,300002203,3.00,85.30,92.20,0.00,0.00,0.00,0.00,0.00,1,1
90209,300002204,1.00,4838.00,4935.30,0.00,0.00,0.00,0.00,0.00,1,1
770-144,300002206,5.00,42.10,42.10,0.00,0.00,0.00,0.00,0.00,1,1
S-104637,300002207,3.00,121.80,121.80,0.00,0.00,0.00,0.00,0.00,1,1
703592,300002214,5.00,13910.60,14745.60,0.00,0.00,0.00,0.00,0.00,1,1
S-140556,300002220,6.00,110.90,110.90,0.00,0.00,0.00,0.00,0.00,1,1
16561-ZE1-020,300002222,17.00,40.20,43.40,0.00,0.00,0.00,0.00,0.00,1,1
S-103029X,300002223,2.00,1328.45,1328.45,0.00,0.00,0.00,0.00,0.00,1,1
22510,300002224,1.00,4393.70,4482.00,0.00,0.00,0.00,0.00,0.00,1,1
BAL-6,300002228,2.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,1,1
21561,300002229,5.00,44.43,45.32,0.00,0.00,0.00,0.00,0.00,1,1
PRO-10921,300002235,10.00,17.40,17.40,0.00,0.00,0.00,0.00,0.00,1,1
20821922,300002238,5.00,256.00,256.00,0.00,0.00,0.00,0.00,0.00,1,1
779-149,300002242,2.00,125.70,125.70,0.00,0.00,0.00,0.00,0.00,1,1
12005,300002243,1.00,2200.40,2244.60,0.00,0.00,0.00,0.00,0.00,1,1
1210009300,300002250,7.00,51.16,55.30,0.00,0.00,0.00,0.00,0.00,1,1
W-0259390,300002252,4.00,503.60,513.60,0.00,0.00,0.00,0.00,0.00,1,1
20241957,300002253,15.00,552.81,552.81,0.00,0.00,0.00,0.00,0.00,1,1
759-011,300002254,5.00,840.40,840.40,0.00,0.00,0.00,0.00,0.00,1,1
S-84401,300002255,9.00,506.80,506.80,0.00,0.00,0.00,0.00,0.00,1,1
770-112,300002260,8.00,342.70,342.70,0.00,0.00,0.00,0.00,0.00,1,1
K-94500,300002261,1.00,3254.70,3254.70,0.00,0.00,0.00,0.00,0.00,1,1
20242142,300002262,5.00,403.90,403.90,0.00,0.00,0.00,0.00,0.00,1,1
7747100051,300002265,18.00,25.59,27.66,0.00,0.00,0.00,0.00,0.00,1,1
761-028,300002266,2.00,1223.10,1223.10,0.00,0.00,0.00,0.00,0.00,1,1
300012,300002267,6.00,208.50,208.50,0.00,0.00,0.00,0.00,0.00,1,1
773-132,300002268,1.00,517.46,517.46,0.00,0.00,0.00,0.00,0.00,1,1
S-260249,300002269,1.00,4472.90,4472.90,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-160110,300002272,3.00,432.65,432.65,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2526,300002275,12.00,99.40,107.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-28012,300002276,2.00,687.30,687.30,0.00,0.00,0.00,0.00,0.00,1,1
G70-15,300002279,2.00,2352.05,2542.45,0.00,0.00,0.00,0.00,0.00,1,1
931340,300002281,3.00,820.30,820.30,0.00,0.00,0.00,0.00,0.00,1,1
90399,300002282,1.00,46250.10,46250.10,0.00,0.00,0.00,0.00,0.00,1,1
770-389,300002284,4.00,442.30,442.30,0.00,0.00,0.00,0.00,0.00,1,1
800-325,300002285,1.00,1233.68,1233.68,0.00,0.00,0.00,0.00,0.00,1,1
20241906,300002287,1.00,748.70,748.70,0.00,0.00,0.00,0.00,0.00,1,1
16500-ZH7-820,300002290,1.00,293.00,316.70,0.00,0.00,0.00,0.00,0.00,1,1
H30500-ZJ1-84,300002292,1.00,850.10,918.90,0.00,0.00,0.00,0.00,0.00,1,1
20241764,300002293,1.00,1066.19,1066.19,0.00,0.00,0.00,0.00,0.00,1,1
SH-6740,300002294,1.00,3601.00,3601.00,0.00,0.00,0.00,0.00,0.00,1,1
BS-808235,300002297,1.00,289.00,312.40,0.00,0.00,0.00,0.00,0.00,1,1
0006504,300002298,1.00,144.96,156.70,0.00,0.00,0.00,0.00,0.00,1,1
770-487,300002299,4.00,374.40,374.40,0.00,0.00,0.00,0.00,0.00,1,1
20242034,300002300,13.00,98.80,98.80,0.00,0.00,0.00,0.00,0.00,1,1
770-460,300002301,1.00,857.29,857.29,0.00,0.00,0.00,0.00,0.00,1,1
002-515,300002302,8.00,191.80,191.80,0.00,0.00,0.00,0.00,0.00,1,1
10-129,300002306,2.00,5350.01,5350.01,0.00,0.00,0.00,0.00,0.00,1,1
04321,300002309,1.00,9527.80,9719.40,0.00,0.00,0.00,0.00,0.00,1,1
773-159,300002310,3.00,1233.90,1233.90,0.00,0.00,0.00,0.00,0.00,1,1
28100000,300002311,1.00,85.30,92.20,0.00,0.00,0.00,0.00,0.00,1,1
20739924,300002312,15.24,327.90,327.90,0.00,0.00,0.00,0.00,0.00,1,1
S-103003X,300002313,2.00,855.30,855.30,0.00,0.00,0.00,0.00,0.00,1,1
S-106895,300002314,6.00,3115.30,3115.30,0.00,0.00,0.00,0.00,0.00,1,1
860-535,300002315,1.00,42.50,42.50,0.00,0.00,0.00,0.00,0.00,1,1
779-415,300002320,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
14431-ZE1-000,300002322,1.00,55.30,59.80,0.00,0.00,0.00,0.00,0.00,1,1
20241735,300002324,1.00,3587.20,3587.20,0.00,0.00,0.00,0.00,0.00,1,1
60005624,300002325,5.00,255.80,276.50,0.00,0.00,0.00,0.00,0.00,1,1
2421001000,300002326,2.00,375.20,405.60,0.00,0.00,0.00,0.00,0.00,1,1
CNA082,300002330,2.00,65.90,65.90,0.00,0.00,0.00,0.00,0.00,1,1
20821919,300002333,5.00,403.10,403.10,0.00,0.00,0.00,0.00,0.00,1,1
BS-491056,300002334,1.00,116.90,126.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-110,300002335,2.00,62.20,62.20,0.00,0.00,0.00,0.00,0.00,1,1
779-132,300002336,9.00,1143.20,1143.20,0.00,0.00,0.00,0.00,0.00,1,1
CLA-2,300002337,9.00,92.40,99.90,0.00,0.00,0.00,0.00,0.00,1,1
CNR-1390,300002341,26.00,9.20,10.00,0.00,0.00,0.00,0.00,0.00,1,1
22764,300002345,1.00,1209.50,1233.70,0.00,0.00,0.00,0.00,0.00,1,1
S-337137,300002346,1.00,220.60,220.60,0.00,0.00,0.00,0.00,0.00,1,1
104806,300002347,6.00,1374.80,1374.80,0.00,0.00,0.00,0.00,0.00,1,1
9801-7990,300002352,2.00,34039.90,35417.20,0.00,0.00,0.00,0.00,0.00,1,1
15-115,300002354,1.00,44107.30,47640.70,0.00,0.00,0.00,0.00,0.00,1,1
730-507,300002355,5.00,2646.60,2646.60,0.00,0.00,0.00,0.00,0.00,1,1
692-635,300002357,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
773-300,300002358,1.00,5767.60,5767.60,0.00,0.00,0.00,0.00,0.00,1,1
765-008,300002367,1.00,668.60,668.60,0.00,0.00,0.00,0.00,0.00,1,1
520-034,300002368,4.00,146.31,146.31,0.00,0.00,0.00,0.00,0.00,1,1
W-0351339,300002373,5.00,41.80,42.70,0.00,0.00,0.00,0.00,0.00,1,1
449-741,300002374,1.00,45071.30,45071.30,0.00,0.00,0.00,0.00,0.00,1,1
770-136,300002376,6.00,69.30,69.30,0.00,0.00,0.00,0.00,0.00,1,1
3201001000,300002377,3.00,42.60,46.10,0.00,0.00,0.00,0.00,0.00,1,1
20241704,300002379,5.00,196.10,196.10,0.00,0.00,0.00,0.00,0.00,1,1
20242944,300002382,2.00,418.80,418.80,0.00,0.00,0.00,0.00,0.00,1,1
SH-38002,300002383,2.00,893.39,893.39,0.00,0.00,0.00,0.00,0.00,1,1
770-617,300002387,5.00,695.10,695.10,0.00,0.00,0.00,0.00,0.00,1,1
721-531,300002390,16.00,749.25,749.25,0.00,0.00,0.00,0.00,0.00,1,1
SH-34902,300002391,1.00,1154.40,1154.40,0.00,0.00,0.00,0.00,0.00,1,1
770-428,300002397,1.00,255.40,255.40,0.00,0.00,0.00,0.00,0.00,1,1
05595,300002398,5.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
000015,300002399,5.00,145.00,156.70,0.00,0.00,0.00,0.00,0.00,1,1
SBS-OVE7,300002400,2.00,737.50,797.20,0.00,0.00,0.00,0.00,0.00,1,1
23451,300002401,1.00,17095.10,17438.80,0.00,0.00,0.00,0.00,0.00,1,1
20242934,300002402,2.00,816.20,816.20,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-601,300002403,1.00,3451.92,3451.92,0.00,0.00,0.00,0.00,0.00,1,1
CP-44666,300002404,1.00,379.60,379.60,0.00,0.00,0.00,0.00,0.00,1,1
002-409,300002405,2.00,191.81,191.81,0.00,0.00,0.00,0.00,0.00,1,1
759-120,300002406,1.00,11910.60,11910.60,0.00,0.00,0.00,0.00,0.00,1,1
DGA-511,300002407,2.00,125.10,132.60,0.00,0.00,0.00,0.00,0.00,1,1
770-317,300002412,2.00,688.88,688.88,0.00,0.00,0.00,0.00,0.00,1,1
0532221,300002414,1.00,683.70,683.70,0.00,0.00,0.00,0.00,0.00,1,1
03213,300002417,1.00,14.81,15.11,0.00,0.00,0.00,0.00,0.00,1,1
773-003,300002418,4.00,701.50,701.50,0.00,0.00,0.00,0.00,0.00,1,1
0001032400,300002419,3.00,2558.00,2765.20,0.00,0.00,0.00,0.00,0.00,1,1
20241916,300002421,15.00,221.40,221.40,0.00,0.00,0.00,0.00,0.00,1,1
K83,300002422,2.00,523.80,566.20,0.00,0.00,0.00,0.00,0.00,1,1
S-106837,300002424,3.00,801.90,801.90,0.00,0.00,0.00,0.00,0.00,1,1
BS-692919,300002428,1.00,151.20,163.44,0.00,0.00,0.00,0.00,0.00,1,1
055-5240,300002431,12.00,358.42,358.42,0.00,0.00,0.00,0.00,0.00,1,1
TOP-2,300002435,1.00,29.40,31.78,0.00,0.00,0.00,0.00,0.00,1,1
100053000,300002437,2.00,1607.61,1607.61,0.00,0.00,0.00,0.00,0.00,1,1
87512140,300002438,6.00,739.10,739.10,0.00,0.00,0.00,0.00,0.00,1,1
761-078,300002441,1.00,978.39,978.39,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-6,300002442,1.00,14318.30,14318.30,0.00,0.00,0.00,0.00,0.00,1,1
20240258,300002443,152.40,184.90,184.90,0.00,0.00,0.00,0.00,0.00,1,1
W-0351940,300002444,3.00,814.75,831.01,0.00,0.00,0.00,0.00,0.00,1,1
S-103023X,300002445,2.00,1052.70,1052.70,0.00,0.00,0.00,0.00,0.00,1,1
20242076,300002446,15.00,113.62,113.62,0.00,0.00,0.00,0.00,0.00,1,1
5026014400,300002448,2.00,332.54,359.48,0.00,0.00,0.00,0.00,0.00,1,1
W-0371219,300002452,1.00,940.90,959.70,0.00,0.00,0.00,0.00,0.00,1,1
765-020,300002454,6.00,5935.71,5935.71,0.00,0.00,0.00,0.00,0.00,1,1
S-142656,300002455,3.00,195.00,195.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-1031,300002459,4.00,225.35,225.35,0.00,0.00,0.00,0.00,0.00,1,1
CNR-1345,300002460,25.00,13.20,14.20,0.00,0.00,0.00,0.00,0.00,1,1
16010-ZE1-812,300002463,2.00,244.80,264.60,0.00,0.00,0.00,0.00,0.00,1,1
RET-1,300002465,3.00,30.20,32.70,0.00,0.00,0.00,0.00,0.00,1,1
704-119,300002466,5.00,1976.00,1976.00,0.00,0.00,0.00,0.00,0.00,1,1
CG1034,300002470,10.00,262.00,262.00,0.00,0.00,0.00,0.00,0.00,1,1
0532355A,300002474,2.00,162.80,162.80,0.00,0.00,0.00,0.00,0.00,1,1
0093930,300002475,1.00,608.16,608.16,0.00,0.00,0.00,0.00,0.00,1,1
PRO-009,300002476,2.00,55.50,55.50,0.00,0.00,0.00,0.00,0.00,1,1
0093930,300002477,1.00,608.16,608.16,0.00,0.00,0.00,0.00,0.00,1,1
750-008,300002478,1.00,5070.53,5070.53,0.00,0.00,0.00,0.00,0.00,1,1
PRO-012,300002479,5.00,874.44,874.44,0.00,0.00,0.00,0.00,0.00,1,1
23513,300002481,6.00,2702.20,2756.25,0.00,0.00,0.00,0.00,0.00,1,1
801-385,300002484,6.00,9384.59,9384.59,0.00,0.00,0.00,0.00,0.00,1,1
28163,300002485,5.00,489.26,499.10,0.00,0.00,0.00,0.00,0.00,1,1
S-205075,300002486,1.00,1959.76,1959.76,0.00,0.00,0.00,0.00,0.00,1,1
CAM-1,300002487,1.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,1,1
S-340014,300002489,13.00,125.52,125.52,0.00,0.00,0.00,0.00,0.00,1,1
770-450,300002490,2.00,5514.60,5956.36,0.00,0.00,0.00,0.00,0.00,1,1
330-313,300002491,3.00,980.26,980.26,0.00,0.00,0.00,0.00,0.00,1,1
BAL-2303-2RS,300002493,1.00,452.90,489.57,0.00,0.00,0.00,0.00,0.00,1,1
PRO-005,300002494,5.00,201.00,201.00,0.00,0.00,0.00,0.00,0.00,1,1
515-592,300002495,1.00,78260.00,84529.25,0.00,0.00,0.00,0.00,0.00,1,1
CNA052,300002500,7.00,53.20,53.20,0.00,0.00,0.00,0.00,0.00,1,1
PLACA,300002502,145.00,45.40,49.00,0.00,0.00,0.00,0.00,0.00,1,1
11351,300002504,2.00,105.80,107.90,0.00,0.00,0.00,0.00,0.00,1,1
NB-1,300002506,10.00,117.80,127.30,0.00,0.00,0.00,0.00,0.00,1,1
02396,300002508,2.00,1431.60,1460.40,0.00,0.00,0.00,0.00,0.00,1,1
TOP-3,300002509,7.00,21.90,23.70,0.00,0.00,0.00,0.00,0.00,1,1
B1929044,300002511,1.00,3356.80,3424.00,0.00,0.00,0.00,0.00,0.00,1,1
330-415,300002513,1.00,980.30,980.30,0.00,0.00,0.00,0.00,0.00,1,1
70-261408,300002515,3.00,782.00,782.00,0.00,0.00,0.00,0.00,0.00,1,1
S-875651,300002518,1.00,596.50,596.50,0.00,0.00,0.00,0.00,0.00,1,1
16011-ZA0-931,300002520,1.00,349.70,378.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0143417,300002523,1.00,1073.60,1095.10,0.00,0.00,0.00,0.00,0.00,1,1
00768,300002525,1.00,641.80,654.70,0.00,0.00,0.00,0.00,0.00,1,1
S-104809,300002527,5.00,975.00,975.00,0.00,0.00,0.00,0.00,0.00,1,1
CHI-1,300002532,1.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,1,1
11732,300002533,5.00,76.17,77.70,0.00,0.00,0.00,0.00,0.00,1,1
765-029,300002536,5.00,1123.00,1123.00,0.00,0.00,0.00,0.00,0.00,1,1
PINTVERDE,300002537,16.25,316.40,342.01,0.00,0.00,0.00,0.00,0.00,1,1
700-514,300002539,1.00,93.20,93.20,0.00,0.00,0.00,0.00,0.00,1,1
20242099,300002540,10.00,230.40,230.40,0.00,0.00,0.00,0.00,0.00,1,1
100020000,300002544,2.00,1515.60,1515.60,0.00,0.00,0.00,0.00,0.00,1,1
S-108180,300002546,6.00,76.60,76.60,0.00,0.00,0.00,0.00,0.00,1,1
770-318,300002553,1.00,773.90,773.90,0.00,0.00,0.00,0.00,0.00,1,1
SPEDD,300002555,1.00,2482.21,2683.27,0.00,0.00,0.00,0.00,0.00,1,1
20822046,300002556,15.00,224.20,224.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-38013,300002562,1.00,893.40,893.40,0.00,0.00,0.00,0.00,0.00,1,1
BS-491055,300002564,1.00,42.00,45.40,0.00,0.00,0.00,0.00,0.00,1,1
770-467,300002566,1.00,1058.40,1058.40,0.00,0.00,0.00,0.00,0.00,1,1
0805000900,300002567,1.00,494.50,534.60,0.00,0.00,0.00,0.00,0.00,1,1
20241780,300002569,4.00,1256.30,1256.30,0.00,0.00,0.00,0.00,0.00,1,1
PRO-2075,300002570,13.00,113.10,113.10,0.00,0.00,0.00,0.00,0.00,1,1
759-049,300002576,1.00,1156.10,1156.10,0.00,0.00,0.00,0.00,0.00,1,1
773-140,300002578,1.00,1448.20,1448.20,0.00,0.00,0.00,0.00,0.00,1,1
90268200,300002579,9.00,110.90,119.80,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-6001,300002580,1.00,7256.90,7256.90,0.00,0.00,0.00,0.00,0.00,1,1
20241902,300002581,15.00,144.30,144.30,0.00,0.00,0.00,0.00,0.00,1,1
SH-15-0600091,300002584,3.00,887.00,887.00,0.00,0.00,0.00,0.00,0.00,1,1
06165-ZE1-000,300002586,1.00,232.00,250.80,0.00,0.00,0.00,0.00,0.00,1,1
S-103037X,300002587,2.00,969.40,969.40,0.00,0.00,0.00,0.00,0.00,1,1
99101-ZF50680,300002588,1.00,86.90,94.00,0.00,0.00,0.00,0.00,0.00,1,1
CNR-32,300002593,6.00,175.60,189.80,0.00,0.00,0.00,0.00,0.00,1,1
40-128,300002602,0.00,1809.47,1918.08,0.00,0.00,0.00,0.00,0.00,1,1
H14721-ZF1-00,300002604,2.00,384.34,415.45,0.00,0.00,0.00,0.00,0.00,1,1
931360,300002606,1.00,1141.30,1141.30,0.00,0.00,0.00,0.00,0.00,1,1
S-104863,300002607,4.00,83.80,83.80,0.00,0.00,0.00,0.00,0.00,1,1
703566,300002615,5.00,17353.60,18395.30,0.00,0.00,0.00,0.00,0.00,1,1
PM05,300002617,9.00,1017.30,1099.60,0.00,0.00,0.00,0.00,0.00,1,1
14773-ZE2-000,300002618,2.00,74.40,80.40,0.00,0.00,0.00,0.00,0.00,1,1
12475,300002621,3.00,42.30,43.20,0.00,0.00,0.00,0.00,0.00,1,1
MGQ-350,300002622,8.00,53.17,56.36,0.00,0.00,0.00,0.00,0.00,1,1
761-802,300002627,1.00,8302.00,8302.00,0.00,0.00,0.00,0.00,0.00,1,1
8754-8560,300002631,3.00,1867.50,1867.50,0.00,0.00,0.00,0.00,0.00,1,1
506-276A,300002635,3.00,27364.20,27364.20,0.00,0.00,0.00,0.00,0.00,1,1
20822041,300002636,15.00,380.50,380.50,0.00,0.00,0.00,0.00,0.00,1,1
779-148,300002639,2.00,125.70,125.70,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4057,300002645,7.00,20.90,20.90,0.00,0.00,0.00,0.00,0.00,1,1
W-0241466,300002648,1.00,82.10,83.80,0.00,0.00,0.00,0.00,0.00,1,1
759-008,300002649,3.00,397.90,397.90,0.00,0.00,0.00,0.00,0.00,1,1
550-112,300002651,2.00,4420.42,4420.42,0.00,0.00,0.00,0.00,0.00,1,1
000025,300002652,3.00,145.00,156.70,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4152,300002654,2.00,338.50,338.50,0.00,0.00,0.00,0.00,0.00,1,1
H16230-ZE3-70,300002655,1.00,936.30,1012.10,0.00,0.00,0.00,0.00,0.00,1,1
770-105,300002656,2.00,472.60,472.60,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2507,300002657,10.00,36.50,39.50,0.00,0.00,0.00,0.00,0.00,1,1
700-563,300002658,4.00,595.40,595.40,0.00,0.00,0.00,0.00,0.00,1,1
20242169,300002659,5.00,438.00,438.00,0.00,0.00,0.00,0.00,0.00,1,1
755-169,300002662,1.00,3476.10,3476.10,0.00,0.00,0.00,0.00,0.00,1,1
CJT016,300002663,6.00,44.10,44.10,0.00,0.00,0.00,0.00,0.00,1,1
S-260299,300002664,1.00,4873.30,4873.30,0.00,0.00,0.00,0.00,0.00,1,1
SH-27295,300002667,1.00,891.80,891.80,0.00,0.00,0.00,0.00,0.00,1,1
500-053,300002670,9.00,299.20,299.20,0.00,0.00,0.00,0.00,0.00,1,1
930940,300002674,4.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
770-387,300002676,3.00,414.30,414.30,0.00,0.00,0.00,0.00,0.00,1,1
RET-4,300002677,1.00,75.60,81.70,0.00,0.00,0.00,0.00,0.00,1,1
04135,300002678,5.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
20822022,300002679,8.00,292.40,292.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-100,300002681,38.00,185.30,185.30,0.00,0.00,0.00,0.00,0.00,1,1
034400B1401,300002682,1.00,1.90,2.00,0.00,0.00,0.00,0.00,0.00,1,1
B-28759,300002684,1.00,157.20,157.20,0.00,0.00,0.00,0.00,0.00,1,1
770-486,300002689,2.00,1964.70,1964.70,0.00,0.00,0.00,0.00,0.00,1,1
20242050,300002690,5.00,93.60,93.60,0.00,0.00,0.00,0.00,0.00,1,1
JGA-409-DEEE,300002692,1.00,3340.50,3541.10,0.00,0.00,0.00,0.00,0.00,1,1
