sku,claveProducto,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
662-527,300000705,14.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
CNR-2590,300000706,22.00,24.60,26.60,0.00,0.00,0.00,0.00,0.00,1,1
661-623,300000708,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
21093,300000711,6.00,1868.90,1906.50,0.00,0.00,0.00,0.00,0.00,1,1
11935,300000713,3.00,1692.60,1726.60,0.00,0.00,0.00,0.00,0.00,1,1
803610,300000714,1.00,713.60,756.50,0.00,0.00,0.00,0.00,0.00,1,1
662-319,300000716,7.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
665-1502,300000717,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
665-1308,300000718,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
07722,300000719,15.00,282.10,287.80,0.00,0.00,0.00,0.00,0.00,1,1
761-175,300000720,2.00,2827.30,2827.30,0.00,0.00,0.00,0.00,0.00,1,1
S-140258,300000722,2.00,62.10,62.10,0.00,0.00,0.00,0.00,0.00,1,1
0558076,300000724,2.00,60290.60,60290.60,0.00,0.00,0.00,0.00,0.00,1,1
697-423,300000726,7.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
661-611,300000728,14.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
04106,300000730,2.00,229.20,233.80,0.00,0.00,0.00,0.00,0.00,1,1
MBD-12,300000731,14.00,10.80,11.50,0.00,0.00,0.00,0.00,0.00,1,1
990DW,300000732,3.00,6546.70,6546.70,0.00,0.00,0.00,0.00,0.00,1,1
700-176,300000734,0.00,127.60,152.80,0.00,0.00,0.00,0.00,0.00,1,1
00024,300000735,1.00,834.30,851.10,0.00,0.00,0.00,0.00,0.00,1,1
700-159,300000737,1.00,337.50,337.50,0.00,0.00,0.00,0.00,0.00,1,1
700-175,300000739,2.00,38.30,38.30,0.00,0.00,0.00,0.00,0.00,1,1
QM-2017,300000740,4.00,64.20,68.10,0.00,0.00,0.00,0.00,0.00,1,1
0290052,300000741,3.00,208128.10,208128.10,0.00,0.00,0.00,0.00,0.00,1,1
QM-142,300000742,2.00,154.30,163.60,0.00,0.00,0.00,0.00,0.00,1,1
661-717,300000743,9.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
VA-542,300000744,26.00,731.10,775.00,0.00,0.00,0.00,0.00,0.00,1,1
03557S,300000745,1.00,863.90,881.30,0.00,0.00,0.00,0.00,0.00,1,1
10806,300000746,11.00,493.70,503.60,0.00,0.00,0.00,0.00,0.00,1,1
VA-540,300000747,5.00,941.90,998.40,0.00,0.00,0.00,0.00,0.00,1,1
A-42,300000749,13.00,6.50,6.90,0.00,0.00,0.00,0.00,0.00,1,1
SBS-EMP01,300000750,1.00,134.40,145.30,0.00,0.00,0.00,0.00,0.00,1,1
DL18FWBL,300000753,4.00,281.40,304.20,0.00,0.00,0.00,0.00,0.00,1,1
02369-N,300000754,1.00,151.20,163.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-260821,300000755,19.00,1805.20,1805.20,0.00,0.00,0.00,0.00,0.00,1,1
662-209,300000757,14.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
02012,300000759,51.00,158.00,161.20,0.00,0.00,0.00,0.00,0.00,1,1
662-535,300000766,6.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
17210-Z6L-MX,300000767,1.00,268.80,290.60,0.00,0.00,0.00,0.00,0.00,1,1
19121,300000768,1.00,5247.00,5352.50,0.00,0.00,0.00,0.00,0.00,1,1
02616,300000769,5.00,1999.40,2039.60,0.00,0.00,0.00,0.00,0.00,1,1
661-821,300000771,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
01090,300000772,8.00,1456.30,1485.60,0.00,0.00,0.00,0.00,0.00,1,1
490-007,300000773,2.00,2571.37,2571.37,0.00,0.00,0.00,0.00,0.00,1,1
449-626,300000775,0.00,1063.50,1063.50,0.00,0.00,0.00,0.00,0.00,1,1
107-029,300000776,0.00,5322.90,5322.90,0.00,0.00,0.00,0.00,0.00,1,1
KK-4060-M-FX,300000777,3.00,1431.40,1517.40,0.00,0.00,0.00,0.00,0.00,1,1
661-725,300000779,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
920-070,300000783,17.00,216.20,216.20,0.00,0.00,0.00,0.00,0.00,1,1
S-259626,300000784,5.00,116.80,116.80,0.00,0.00,0.00,0.00,0.00,1,1
01124,300000787,2.00,4739.20,4834.50,0.00,0.00,0.00,0.00,0.00,1,1
24012,300000788,4.00,715.80,730.20,0.00,0.00,0.00,0.00,0.00,1,1
17210-ZE3-505,300000789,1.00,338.90,366.40,0.00,0.00,0.00,0.00,0.00,1,1
665-2508,300000790,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
920-004,300000791,2.00,499.50,499.50,0.00,0.00,0.00,0.00,0.00,1,1
K-5005-1,300000792,44.00,60.10,63.70,0.00,0.00,0.00,0.00,0.00,1,1
662-539,300000794,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
661-409,300000795,5.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
QM-1352,300000797,34.00,159.80,169.30,0.00,0.00,0.00,0.00,0.00,1,1
00908-N,300000799,0.00,33069.70,35772.10,0.00,0.00,0.00,0.00,0.00,1,1
S-391632,300000800,1.00,3726.60,3726.60,0.00,0.00,0.00,0.00,0.00,1,1
773-390,300000801,2.00,5849.20,5849.20,0.00,0.00,0.00,0.00,0.00,1,1
697-415,300000802,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
730-083,300000803,0.00,138.80,138.80,0.00,0.00,0.00,0.00,0.00,1,1
AD-11,300000804,1.00,243.20,257.80,0.00,0.00,0.00,0.00,0.00,1,1
K-210880,300000807,3.00,4115.20,4115.20,0.00,0.00,0.00,0.00,0.00,1,1
662-107,300000809,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
704-344,300000812,0.00,7892.70,7892.70,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-360-2,300000813,2.00,60550.10,60550.10,0.00,0.00,0.00,0.00,0.00,1,1
01098,300000814,2.00,15180.40,15485.60,0.00,0.00,0.00,0.00,0.00,1,1
00555-NAC,300000815,6.00,436.80,472.20,0.00,0.00,0.00,0.00,0.00,1,1
490-012,300000816,0.00,149.80,149.80,0.00,0.00,0.00,0.00,0.00,1,1
DAD-500,300000819,4.00,20800.00,22048.60,0.00,0.00,0.00,0.00,0.00,1,1
S-259700,300000825,1.00,641.10,641.10,0.00,0.00,0.00,0.00,0.00,1,1
0293938,300000828,1.00,402.90,402.90,0.00,0.00,0.00,0.00,0.00,1,1
EP-352009A,300000829,0.00,46477.90,48360.50,0.00,0.00,0.00,0.00,0.00,1,1
PRO-301,300000830,6.00,69.60,69.60,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1030,300000831,6.00,1479.10,1479.10,0.00,0.00,0.00,0.00,0.00,1,1
S-140056,300000832,4.00,232.80,232.80,0.00,0.00,0.00,0.00,0.00,1,1
800-246,300000835,0.00,5654.40,5654.40,0.00,0.00,0.00,0.00,0.00,1,1
0551972,300000836,2.00,302.90,302.90,0.00,0.00,0.00,0.00,0.00,1,1
SLG-13,300000837,3.00,290.30,307.70,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-360-4,300000838,1.00,81486.00,81486.00,0.00,0.00,0.00,0.00,0.00,1,1
DB-232439,300000839,0.00,26652.20,27731.80,0.00,0.00,0.00,0.00,0.00,1,1
662-207,300000840,4.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
BD-404029,300000845,2.00,91090.00,94779.50,0.00,0.00,0.00,0.00,0.00,1,1
B-531101,300000846,20.00,23.20,23.20,0.00,0.00,0.00,0.00,0.00,1,1
3208074000,300000847,2.00,1688.30,1825.00,0.00,0.00,0.00,0.00,0.00,1,1
143-019,300000851,1.00,282.00,282.00,0.00,0.00,0.00,0.00,0.00,1,1
138-001,300000853,4.00,987.10,987.10,0.00,0.00,0.00,0.00,0.00,1,1
804-555,300000855,8.00,1366.70,1366.70,0.00,0.00,0.00,0.00,0.00,1,1
662-721,300000859,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
SBS-CAP2,300000862,7.00,811.00,876.70,0.00,0.00,0.00,0.00,0.00,1,1
01410,300000870,6.00,3900.00,3978.40,0.00,0.00,0.00,0.00,0.00,1,1
02610,300000872,14.00,345.60,352.50,0.00,0.00,0.00,0.00,0.00,1,1
JGA-51,300000875,67.00,46.40,49.10,0.00,0.00,0.00,0.00,0.00,1,1
P-JGA-2-2-L,300000877,4.00,63.40,67.20,0.00,0.00,0.00,0.00,0.00,1,1
QM-1458-L,300000878,1.00,599.40,635.40,0.00,0.00,0.00,0.00,0.00,1,1
635400,300000880,1.00,1583.40,1583.40,0.00,0.00,0.00,0.00,0.00,1,1
0295490,300000881,1.00,275.50,275.50,0.00,0.00,0.00,0.00,0.00,1,1
0551522,300000883,0.00,904.50,904.50,0.00,0.00,0.00,0.00,0.00,1,1
0533960C,300000887,2.00,94160.00,94160.00,0.00,0.00,0.00,0.00,0.00,1,1
661-219,300000888,4.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
0516697A,300000891,3.00,135.50,135.50,0.00,0.00,0.00,0.00,0.00,1,1
23811,300000892,1.00,98.70,100.70,0.00,0.00,0.00,0.00,0.00,1,1
04460,300000894,1.00,333.20,339.90,0.00,0.00,0.00,0.00,0.00,1,1
759-385,300000897,2.00,708.70,708.70,0.00,0.00,0.00,0.00,0.00,1,1
759-383,300000898,2.00,870.30,870.30,0.00,0.00,0.00,0.00,0.00,1,1
00187,300000899,0.00,54.30,55.40,0.00,0.00,0.00,0.00,0.00,1,1
662-435,300000902,16.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3225,300000903,5.00,17.90,19.30,0.00,0.00,0.00,0.00,0.00,1,1
490-006,300000906,4.00,550.10,550.10,0.00,0.00,0.00,0.00,0.00,1,1
S-342010,300000910,5.00,648.10,648.10,0.00,0.00,0.00,0.00,0.00,1,1
S-140806A,300000911,5.00,37.80,37.80,0.00,0.00,0.00,0.00,0.00,1,1
661-817,300000913,1.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
830-340,300000915,0.00,1202.70,1202.70,0.00,0.00,0.00,0.00,0.00,1,1
08414,300000917,3.00,317.40,323.70,0.00,0.00,0.00,0.00,0.00,1,1
SS-2526-K3,300000919,1.00,48.00,50.90,0.00,0.00,0.00,0.00,0.00,1,1
QM-1770,300000921,2.00,281.10,298.00,0.00,0.00,0.00,0.00,0.00,1,1
QM-M-74-K5,300000922,1.00,1033.60,1095.60,0.00,0.00,0.00,0.00,0.00,1,1
665-1302,300000924,3.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
940-553,300000925,2.00,1970.60,1970.60,0.00,0.00,0.00,0.00,0.00,1,1
662-533,300000926,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
05500,300000928,2.00,87503.20,89262.60,0.00,0.00,0.00,0.00,0.00,1,1
05527,300000929,5.00,5479.70,5589.90,0.00,0.00,0.00,0.00,0.00,1,1
704-273,300000930,1.00,103.00,103.00,0.00,0.00,0.00,0.00,0.00,1,1
BRR-5032,300000931,2.00,31.10,33.60,0.00,0.00,0.00,0.00,0.00,1,1
21711,300000933,13.00,317.40,323.70,0.00,0.00,0.00,0.00,0.00,1,1
692-311,300000938,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
700-2060,300000940,4.00,3067.90,3067.90,0.00,0.00,0.00,0.00,0.00,1,1
107-055,300000944,0.00,1330.90,1330.90,0.00,0.00,0.00,0.00,0.00,1,1
802347,300000945,1.00,563.40,597.20,0.00,0.00,0.00,0.00,0.00,1,1
JGA-402-FX,300000946,20.00,516.07,545.69,0.00,0.00,0.00,0.00,0.00,1,1
930-004,300000948,1.00,685.70,685.70,0.00,0.00,0.00,0.00,0.00,1,1
05501,300000950,1.00,94908.20,96816.50,0.00,0.00,0.00,0.00,0.00,1,1
02518,300000952,3.00,10169.60,10374.10,0.00,0.00,0.00,0.00,0.00,1,1
697-625,300000953,3.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2508,300000954,18.00,34.20,37.00,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2510,300000955,17.00,42.40,45.80,0.00,0.00,0.00,0.00,0.00,1,1
742-051,300000956,2.00,2571.70,2571.70,0.00,0.00,0.00,0.00,0.00,1,1
23825,300000960,4.00,2419.00,2467.60,0.00,0.00,0.00,0.00,0.00,1,1
NC-13,300000962,114.00,4.80,5.20,0.00,0.00,0.00,0.00,0.00,1,1
06190,300000964,5.00,345.60,352.50,0.00,0.00,0.00,0.00,0.00,1,1
700-158,300000965,2.00,951.10,951.10,0.00,0.00,0.00,0.00,0.00,1,1
661-633,300000966,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
671-514,300000969,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
424-255,300000970,1.00,327.40,327.40,0.00,0.00,0.00,0.00,0.00,1,1
S-084400X,300000971,2.00,1023.70,1023.70,0.00,0.00,0.00,0.00,0.00,1,1
S-374216,300000972,1.00,5274.00,5274.00,0.00,0.00,0.00,0.00,0.00,1,1
661-321,300000975,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
661-407,300000984,27.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
759-110,300000992,2.00,51.10,51.10,0.00,0.00,0.00,0.00,0.00,1,1
759-215,300000994,3.00,512.50,512.50,0.00,0.00,0.00,0.00,0.00,1,1
10534,300000996,1.00,464.10,473.40,0.00,0.00,0.00,0.00,0.00,1,1
245-050,300001001,0.00,5654.40,5654.40,0.00,0.00,0.00,0.00,0.00,1,1
580-050,300001003,0.00,5776.30,5776.30,0.00,0.00,0.00,0.00,0.00,1,1
930-005,300001005,1.00,685.70,685.70,0.00,0.00,0.00,0.00,0.00,1,1
704-285A,300001006,2.00,464.50,464.50,0.00,0.00,0.00,0.00,0.00,1,1
661-919,300001007,7.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-4-0303,300001009,1.00,450.70,450.70,0.00,0.00,0.00,0.00,0.00,1,1
662-613,300001013,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
PM06,300001014,1.00,1167.60,1262.10,0.00,0.00,0.00,0.00,0.00,1,1
700-804,300001022,4.00,29.20,29.20,0.00,0.00,0.00,0.00,0.00,1,1
490036,300001023,6.00,870.80,870.80,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1050,300001031,2.00,1973.80,1973.80,0.00,0.00,0.00,0.00,0.00,1,1
S-142405,300001032,3.00,110.90,110.90,0.00,0.00,0.00,0.00,0.00,1,1
LLM-2513,300001033,8.00,672.00,726.40,0.00,0.00,0.00,0.00,0.00,1,1
01408,300001034,3.00,2912.70,2971.20,0.00,0.00,0.00,0.00,0.00,1,1
25162040,300001035,1.00,1193.70,1290.40,0.00,0.00,0.00,0.00,0.00,1,1
424-216,300001037,3.00,1303.40,1303.40,0.00,0.00,0.00,0.00,0.00,1,1
04707,300001039,15.00,189.90,193.70,0.00,0.00,0.00,0.00,0.00,1,1
S-140454,300001040,11.00,37.80,37.80,0.00,0.00,0.00,0.00,0.00,1,1
662-543,300001042,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
920-554,300001044,1.00,6051.70,6051.70,0.00,0.00,0.00,0.00,0.00,1,1
433-800,300001045,2.00,247639.30,247639.30,0.00,0.00,0.00,0.00,0.00,1,1
K-210875,300001046,3.00,4115.20,4115.20,0.00,0.00,0.00,0.00,0.00,1,1
490-002,300001047,11.00,334.80,334.80,0.00,0.00,0.00,0.00,0.00,1,1
661-319,300001050,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
700-040,300001054,2.00,668.40,668.40,0.00,0.00,0.00,0.00,0.00,1,1
HC-232439,300001059,1.00,23615.90,24572.50,0.00,0.00,0.00,0.00,0.00,1,1
10840,300001061,3.00,3603.80,3676.30,0.00,0.00,0.00,0.00,0.00,1,1
SBS-7003,300001062,46.00,37.50,40.60,0.00,0.00,0.00,0.00,0.00,1,1
PMB-51,300001063,5.00,49.20,52.10,0.00,0.00,0.00,0.00,0.00,1,1
671-214,300001073,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
671-314,300001074,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
661-509,300001075,7.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
490-032,300001076,5.00,474.50,474.50,0.00,0.00,0.00,0.00,0.00,1,1
S-259615,300001077,6.00,106.30,106.30,0.00,0.00,0.00,0.00,0.00,1,1
424-826,300001078,0.00,16438.30,19682.30,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-260023,300001081,2.00,330.50,330.50,0.00,0.00,0.00,0.00,0.00,1,1
106-011A,300001082,3.00,3457.80,3457.80,0.00,0.00,0.00,0.00,0.00,1,1
TGC-9,300001085,5.00,27.33,28.97,0.00,0.00,0.00,0.00,0.00,1,1
15002,300001088,6.00,165.00,168.30,0.00,0.00,0.00,0.00,0.00,1,1
662-331,300001091,11.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
742-501,300001093,0.00,19227.90,19227.90,0.00,0.00,0.00,0.00,0.00,1,1
662-323,300001094,10.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
17210-ZJ1-842,300001097,1.00,539.70,583.40,0.00,0.00,0.00,0.00,0.00,1,1
GP-46-COMEQ,300001099,12.00,30.20,32.70,0.00,0.00,0.00,0.00,0.00,1,1
550-475,300001101,2.00,5086.60,5086.60,0.00,0.00,0.00,0.00,0.00,1,1
661-027,300001102,1.00,872.10,872.10,0.00,0.00,0.00,0.00,0.00,1,1
91026,300001103,8.00,481.30,491.00,0.00,0.00,0.00,0.00,0.00,1,1
23481,300001104,2.00,7235.80,7381.30,0.00,0.00,0.00,0.00,0.00,1,1
665-2308,300001106,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
520-093,300001107,6.00,1103.10,1103.10,0.00,0.00,0.00,0.00,0.00,1,1
662-427,300001108,22.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
20968,300001110,2.00,5084.80,5187.10,0.00,0.00,0.00,0.00,0.00,1,1
11503,300001111,40.00,465.50,474.80,0.00,0.00,0.00,0.00,0.00,1,1
661-723,300001112,4.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
21236,300001117,28.00,71.90,73.40,0.00,0.00,0.00,0.00,0.00,1,1
00192,300001118,4.00,50.80,51.80,0.00,0.00,0.00,0.00,0.00,1,1
AV-2115-EX,300001120,20.00,1355.40,1436.80,0.00,0.00,0.00,0.00,0.00,1,1
JGA-402-E,300001121,10.00,516.07,523.28,0.00,0.00,0.00,0.00,0.00,1,1
AV-2115-E,300001122,10.00,1092.55,1155.25,0.00,0.00,0.00,0.00,0.00,1,1
665-3112,300001123,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
27742,300001125,2.00,10975.40,11196.10,0.00,0.00,0.00,0.00,0.00,1,1
02617,300001127,38.00,2517.70,2568.30,0.00,0.00,0.00,0.00,0.00,1,1
704-127,300001138,0.00,132.20,132.20,0.00,0.00,0.00,0.00,0.00,1,1
155-009,300001139,1.00,247.80,247.80,0.00,0.00,0.00,0.00,0.00,1,1
01902,300001143,1.00,2665.80,2719.40,0.00,0.00,0.00,0.00,0.00,1,1
01080,300001144,10.00,6121.50,6244.60,0.00,0.00,0.00,0.00,0.00,1,1
01407,300001145,22.00,6467.10,6597.10,0.00,0.00,0.00,0.00,0.00,1,1
20969,300001146,3.00,2813.90,2870.50,0.00,0.00,0.00,0.00,0.00,1,1
800-148,300001147,1.00,1356.60,1356.60,0.00,0.00,0.00,0.00,0.00,1,1
SBS-MICA1,300001148,3.00,39.40,42.60,0.00,0.00,0.00,0.00,0.00,1,1
00566,300001153,4.00,1340.00,1366.90,0.00,0.00,0.00,0.00,0.00,1,1
01089,300001155,5.00,345.60,352.50,0.00,0.00,0.00,0.00,0.00,1,1
01086,300001156,3.00,1283.50,1309.40,0.00,0.00,0.00,0.00,0.00,1,1
01096,300001157,9.00,49.40,50.40,0.00,0.00,0.00,0.00,0.00,1,1
661-819,300001160,9.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
S-142417,300001162,8.00,86.50,86.50,0.00,0.00,0.00,0.00,0.00,1,1
01450,300001163,6.00,4566.50,4658.30,0.00,0.00,0.00,0.00,0.00,1,1
21584,300001166,2.00,469.00,478.40,0.00,0.00,0.00,0.00,0.00,1,1
B2020060,300001171,6.00,6241.40,6366.90,0.00,0.00,0.00,0.00,0.00,1,1
858-653,300001172,1.00,47.50,47.50,0.00,0.00,0.00,0.00,0.00,1,1
662-431,300001173,4.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
0533940C,300001176,1.00,105044.00,105044.00,0.00,0.00,0.00,0.00,0.00,1,1
700-720,300001178,1.00,145.50,145.50,0.00,0.00,0.00,0.00,0.00,1,1
08942,300001179,7.00,296.20,302.20,0.00,0.00,0.00,0.00,0.00,1,1
BRR-3213,300001180,14.00,29.20,31.60,0.00,0.00,0.00,0.00,0.00,1,1
0277495,300001181,20.00,126.90,126.90,0.00,0.00,0.00,0.00,0.00,1,1
21190,300001184,2.00,22832.30,23291.40,0.00,0.00,0.00,0.00,0.00,1,1
02002,300001188,1.00,592.40,604.30,0.00,0.00,0.00,0.00,0.00,1,1
01999,300001189,1.00,488.70,498.80,0.00,0.00,0.00,0.00,0.00,1,1
01998,300001190,2.00,148.10,151.10,0.00,0.00,0.00,0.00,0.00,1,1
155-051,300001192,4.00,4704.10,4704.10,0.00,0.00,0.00,0.00,0.00,1,1
0509275,300001193,2.00,709.40,709.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3207,300001194,8.00,25.90,27.90,0.00,0.00,0.00,0.00,0.00,1,1
662-631,300001197,2.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
03536,300001200,1.00,98.70,100.70,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-260007,300001201,4.00,1184.60,1184.60,0.00,0.00,0.00,0.00,0.00,1,1
144-500,300001202,0.00,27753.00,27753.00,0.00,0.00,0.00,0.00,0.00,1,1
S-140757,300001203,2.00,107.20,107.20,0.00,0.00,0.00,0.00,0.00,1,1
27740,300001205,2.00,9388.60,9577.30,0.00,0.00,0.00,0.00,0.00,1,1
138-153A,300001206,18.00,1495.80,1495.80,0.00,0.00,0.00,0.00,0.00,1,1
22815,300001208,2.00,44.40,45.30,0.00,0.00,0.00,0.00,0.00,1,1
02606,300001209,3.00,2715.20,2769.80,0.00,0.00,0.00,0.00,0.00,1,1
661-425,300001212,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
106-001,300001213,0.00,294.70,294.70,0.00,0.00,0.00,0.00,0.00,1,1
155-053A,300001214,0.00,2051.20,2051.20,0.00,0.00,0.00,0.00,0.00,1,1
1659,300001218,1.00,767.40,829.50,0.00,0.00,0.00,0.00,0.00,1,1
661-427,300001220,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
11395,300001222,14.00,317.40,323.70,0.00,0.00,0.00,0.00,0.00,1,1
704-364,300001224,2.00,2707.90,2707.90,0.00,0.00,0.00,0.00,0.00,1,1
70-260028,300001225,16.00,1150.50,1150.50,0.00,0.00,0.00,0.00,0.00,1,1
700-759,300001226,2.00,61.30,61.30,0.00,0.00,0.00,0.00,0.00,1,1
01079,300001228,6.00,2813.90,2870.50,0.00,0.00,0.00,0.00,0.00,1,1
103-111,300001229,1.00,3139.00,3139.00,0.00,0.00,0.00,0.00,0.00,1,1
143-026,300001230,1.00,841.40,841.40,0.00,0.00,0.00,0.00,0.00,1,1
K-160700,300001232,2.00,1309.40,1309.40,0.00,0.00,0.00,0.00,0.00,1,1
11398,300001233,6.00,229.20,233.80,0.00,0.00,0.00,0.00,0.00,1,1
155-505,300001234,3.00,34011.50,34011.50,0.00,0.00,0.00,0.00,0.00,1,1
K-120375,300001235,1.00,935.20,935.20,0.00,0.00,0.00,0.00,0.00,1,1
107-058,300001236,0.00,626.70,626.70,0.00,0.00,0.00,0.00,0.00,1,1
580-025,300001237,3.00,81.50,81.50,0.00,0.00,0.00,0.00,0.00,1,1
QM-1769-L,300001238,2.00,162.70,172.50,0.00,0.00,0.00,0.00,0.00,1,1
QM-4508,300001239,2.00,277.50,294.10,0.00,0.00,0.00,0.00,0.00,1,1
CTG-V01050,300001240,10.00,210.30,227.30,0.00,0.00,0.00,0.00,0.00,1,1
01929,300001242,4.00,567.70,579.10,0.00,0.00,0.00,0.00,0.00,1,1
SBS-CAP3,300001245,13.00,752.20,813.10,0.00,0.00,0.00,0.00,0.00,1,1
106-002A,300001247,1.00,1277.60,1277.60,0.00,0.00,0.00,0.00,0.00,1,1
106-015,300001248,6.00,234.20,234.20,0.00,0.00,0.00,0.00,0.00,1,1
755-2001,300001249,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
451-131,300001251,2.00,5488.10,5488.10,0.00,0.00,0.00,0.00,0.00,1,1
107-501,300001258,2.00,16384.10,16384.10,0.00,0.00,0.00,0.00,0.00,1,1
661-207,300001260,7.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
920-050,300001263,1.00,820.50,820.50,0.00,0.00,0.00,0.00,0.00,1,1
05641,300001264,1.00,2024.10,2064.70,0.00,0.00,0.00,0.00,0.00,1,1
333701,300001269,24.00,384.10,384.10,0.00,0.00,0.00,0.00,0.00,1,1
333701,300001270,24.00,384.10,384.10,0.00,0.00,0.00,0.00,0.00,1,1
12212,300001271,4.00,888.60,906.50,0.00,0.00,0.00,0.00,0.00,1,1
191-324,300001282,1.00,640.70,640.70,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3204,300001284,4.00,22.40,24.20,0.00,0.00,0.00,0.00,0.00,1,1
S-259625,300001286,16.00,106.30,106.30,0.00,0.00,0.00,0.00,0.00,1,1
800-243,300001287,1.00,1157.00,1157.00,0.00,0.00,0.00,0.00,0.00,1,1
662-817,300001289,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
580-513,300001292,2.00,52.00,52.00,0.00,0.00,0.00,0.00,0.00,1,1
700-697,300001293,0.00,294.90,294.90,0.00,0.00,0.00,0.00,0.00,1,1
700-251,300001294,2.00,42.40,42.40,0.00,0.00,0.00,0.00,0.00,1,1
920-005,300001295,2.00,499.50,499.50,0.00,0.00,0.00,0.00,0.00,1,1
SH-2-3409,300001296,6.00,920.40,920.40,0.00,0.00,0.00,0.00,0.00,1,1
01094,300001297,5.00,74.10,75.50,0.00,0.00,0.00,0.00,0.00,1,1
107-946,300001298,0.00,5322.90,5322.90,0.00,0.00,0.00,0.00,0.00,1,1
333766,300001299,16.00,2031.50,2031.50,0.00,0.00,0.00,0.00,0.00,1,1
TENR-13,300001300,25.00,10.80,11.60,0.00,0.00,0.00,0.00,0.00,1,1
700-201,300001304,4.00,94.70,94.70,0.00,0.00,0.00,0.00,0.00,1,1
665-1704,300001306,2.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
03623,300001309,2.00,83.90,85.60,0.00,0.00,0.00,0.00,0.00,1,1
