sku,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
HNRC5132,0.00,123.20,133.20,0.00,0.00,0.00,0.00,0.00,1,1
0532203A,0.00,968.49,968.49,0.00,0.00,0.00,0.00,0.00,1,1
CNA069,0.00,205.87,205.87,0.00,0.00,0.00,0.00,0.00,1,1
99101-ZF5100,0.00,102.57,110.87,0.00,0.00,0.00,0.00,0.00,1,1
IMSA300R14,0.00,9.84,10.64,0.00,0.00,0.00,0.00,0.00,1,1
40-128,0.00,1809.47,1918.08,0.00,0.00,0.00,0.00,0.00,1,1
16910-ZE8-015,0.00,221.80,239.70,0.00,0.00,0.00,0.00,0.00,1,1
H14721-ZF1-00,2.00,384.34,415.45,0.00,0.00,0.00,0.00,0.00,1,1
RD1101,0.00,2262.00,2262.00,0.00,0.00,0.00,0.00,0.00,1,1
931360,1.00,1141.30,1141.30,0.00,0.00,0.00,0.00,0.00,1,1
S-104863,4.00,83.80,83.80,0.00,0.00,0.00,0.00,0.00,1,1
611-281,0.00,1949.40,1949.40,0.00,0.00,0.00,0.00,0.00,1,1
333551,0.00,696.50,696.50,0.00,0.00,0.00,0.00,0.00,1,1
580-905,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
S-98033040,0.00,1001.50,1001.50,0.00,0.00,0.00,0.00,0.00,1,1
ALOX-M80,0.00,57.30,61.90,0.00,0.00,0.00,0.00,0.00,1,1
611-277-1,0.00,511.20,511.20,0.00,0.00,0.00,0.00,0.00,1,1
HC930R,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,1,1
703566,5.00,17353.60,18395.30,0.00,0.00,0.00,0.00,0.00,1,1
02628,0.00,271.50,277.00,0.00,0.00,0.00,0.00,0.00,1,1
PM05,9.00,1017.30,1099.60,0.00,0.00,0.00,0.00,0.00,1,1
14773-ZE2-000,2.00,74.40,80.40,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-360-18,0.00,159072.25,159072.25,0.00,0.00,0.00,0.00,0.00,1,1
738-213,0.00,265.80,265.80,0.00,0.00,0.00,0.00,0.00,1,1
12475,3.00,42.30,43.20,0.00,0.00,0.00,0.00,0.00,1,1
MGQ-350,8.00,53.17,56.36,0.00,0.00,0.00,0.00,0.00,1,1
19577,0.00,84.60,86.30,0.00,0.00,0.00,0.00,0.00,1,1
641-311,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
0701AREN30,0.00,35700.30,36614.20,0.00,0.00,0.00,0.00,0.00,1,1
9810108,0.00,7.70,7.70,0.00,0.00,0.00,0.00,0.00,1,1
761-802,1.00,8302.00,8302.00,0.00,0.00,0.00,0.00,0.00,1,1
04440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
155-921,0.00,7883.40,7883.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-108,0.00,11.80,11.80,0.00,0.00,0.00,0.00,0.00,1,1
8754-8560,3.00,1867.50,1867.50,0.00,0.00,0.00,0.00,0.00,1,1
741-440-CE,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
K-211645,0.00,1526.90,1526.90,0.00,0.00,0.00,0.00,0.00,1,1
PRO-010,0.00,22.50,24.30,0.00,0.00,0.00,0.00,0.00,1,1
506-276A,3.00,27364.20,27364.20,0.00,0.00,0.00,0.00,0.00,1,1
20822041,15.00,380.50,380.50,0.00,0.00,0.00,0.00,0.00,1,1
641-115,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
721-219,0.00,552.10,552.10,0.00,0.00,0.00,0.00,0.00,1,1
779-148,2.00,125.70,125.70,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1021,0.00,1445.70,1445.70,0.00,0.00,0.00,0.00,0.00,1,1
PTS-5GAL-K20-,0.00,4532.40,4804.50,0.00,0.00,0.00,0.00,0.00,1,1
H28400-ZH8-MX,0.00,504.00,544.80,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1040,0.00,1803.70,1803.70,0.00,0.00,0.00,0.00,0.00,1,1
641-615,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4057,7.00,20.90,20.90,0.00,0.00,0.00,0.00,0.00,1,1
700-244,0.00,250.80,250.80,0.00,0.00,0.00,0.00,0.00,1,1
91203-ZE0-003,1.00,163.10,176.40,0.00,0.00,0.00,0.00,0.00,1,1
W-0241466,1.00,82.10,83.80,0.00,0.00,0.00,0.00,0.00,1,1
759-008,3.00,397.90,397.90,0.00,0.00,0.00,0.00,0.00,1,1
0290018,0.00,137769.80,137769.80,0.00,0.00,0.00,0.00,0.00,1,1
550-112,2.00,4420.42,4420.42,0.00,0.00,0.00,0.00,0.00,1,1
000025,3.00,145.00,156.70,0.00,0.00,0.00,0.00,0.00,1,1
275263,0.00,7334.00,7334.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-4152,2.00,338.50,338.50,0.00,0.00,0.00,0.00,0.00,1,1
H16230-ZE3-70,1.00,936.30,1012.10,0.00,0.00,0.00,0.00,0.00,1,1
770-105,2.00,472.60,472.60,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2507,10.00,36.50,39.50,0.00,0.00,0.00,0.00,0.00,1,1
700-563,4.00,595.40,595.40,0.00,0.00,0.00,0.00,0.00,1,1
20242169,5.00,438.00,438.00,0.00,0.00,0.00,0.00,0.00,1,1
W-0265046A,0.00,74678.10,76168.80,0.00,0.00,0.00,0.00,0.00,1,1
5311-02,0.00,1004.30,1085.60,0.00,0.00,0.00,0.00,0.00,1,1
755-169,1.00,3476.10,3476.10,0.00,0.00,0.00,0.00,0.00,1,1
CJT016,6.00,44.10,44.10,0.00,0.00,0.00,0.00,0.00,1,1
S-260299,1.00,4873.30,4873.30,0.00,0.00,0.00,0.00,0.00,1,1
762-108,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
KL-26-1-COMEQ,0.00,8.40,9.08,0.00,0.00,0.00,0.00,0.00,1,1
SH-27295,1.00,891.80,891.80,0.00,0.00,0.00,0.00,0.00,1,1
661-016,0.00,837.00,837.00,0.00,0.00,0.00,0.00,0.00,1,1
NLC1D25M7,0.00,2335.20,2524.30,0.00,0.00,0.00,0.00,0.00,1,1
500-053,9.00,299.20,299.20,0.00,0.00,0.00,0.00,0.00,1,1
87175860,0.00,989.60,989.60,0.00,0.00,0.00,0.00,0.00,1,1
89162330,0.00,2040.00,2040.00,0.00,0.00,0.00,0.00,0.00,1,1
A0580,0.00,115.80,125.20,0.00,0.00,0.00,0.00,0.00,1,1
930940,4.00,820.00,820.00,0.00,0.00,0.00,0.00,0.00,1,1
90277S,0.00,410637.00,410637.00,0.00,0.00,0.00,0.00,0.00,1,1
770-387,3.00,414.30,414.30,0.00,0.00,0.00,0.00,0.00,1,1
RET-4,1.00,75.60,81.70,0.00,0.00,0.00,0.00,0.00,1,1
04135,5.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
20822022,8.00,292.40,292.40,0.00,0.00,0.00,0.00,0.00,1,1
641-629,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-100,43.00,185.30,185.30,0.00,0.00,0.00,0.00,0.00,1,1
034400B1401,1.00,1.90,2.00,0.00,0.00,0.00,0.00,0.00,1,1
21078,0.00,174195.30,177697.80,0.00,0.00,0.00,0.00,0.00,1,1
B-28759,1.00,157.20,157.20,0.00,0.00,0.00,0.00,0.00,1,1
AGX-552-64-HD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
65102,0.00,230.60,249.00,0.00,0.00,0.00,0.00,0.00,1,1
SH-5913,0.00,4829.10,4829.10,0.00,0.00,0.00,0.00,0.00,1,1
0555003,1.00,2027.00,2027.00,0.00,0.00,0.00,0.00,0.00,1,1
770-486,2.00,1964.70,1964.70,0.00,0.00,0.00,0.00,0.00,1,1
20242050,5.00,93.60,93.60,0.00,0.00,0.00,0.00,0.00,1,1
759-491,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-409-DEEE,1.00,3340.50,3541.10,0.00,0.00,0.00,0.00,0.00,1,1
9803-0980,0.00,612.30,612.30,0.00,0.00,0.00,0.00,0.00,1,1
S-2596XX,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,1,1
106-014-N,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
250-512,0.00,16663.70,16663.70,0.00,0.00,0.00,0.00,0.00,1,1
12467,0.00,528.90,539.60,0.00,0.00,0.00,0.00,0.00,1,1
541-231,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
9021600,0.00,230.20,248.90,0.00,0.00,0.00,0.00,0.00,1,1
K-5020-1P10,0.00,61.20,61.20,0.00,0.00,0.00,0.00,0.00,1,1
773-158,1.00,1233.90,1233.90,0.00,0.00,0.00,0.00,0.00,1,1
7747050554,3.00,1504.30,1626.20,0.00,0.00,0.00,0.00,0.00,1,1
EM320A,0.00,16845.40,18194.80,0.00,0.00,0.00,0.00,0.00,1,1
702-039,4.00,113.80,113.80,0.00,0.00,0.00,0.00,0.00,1,1
20276604,228.60,120.80,120.80,0.00,0.00,0.00,0.00,0.00,1,1
S-103002X,3.00,354.60,354.60,0.00,0.00,0.00,0.00,0.00,1,1
S-106894,2.00,4422.70,4422.70,0.00,0.00,0.00,0.00,0.00,1,1
860-002,1.00,33.90,33.90,0.00,0.00,0.00,0.00,0.00,1,1
25908,0.00,45417.70,46330.90,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-E-B,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,1,1
AC-251HG-K2,0.00,1439.50,1525.90,0.00,0.00,0.00,0.00,0.00,1,1
AGX-550-704FX,0.00,16563.50,17557.80,0.00,0.00,0.00,0.00,0.00,1,1
145-051,5.00,4229.90,4229.90,0.00,0.00,0.00,0.00,0.00,1,1
15510-ZE2-043,0.00,694.00,750.20,0.00,0.00,0.00,0.00,0.00,1,1
541-639,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
12203,0.00,2369.60,2369.60,0.00,0.00,0.00,0.00,0.00,1,1
SH-374205,1.00,2232.80,2232.80,0.00,0.00,0.00,0.00,0.00,1,1
20022969-R,0.00,155.90,155.90,0.00,0.00,0.00,0.00,0.00,1,1
800-297,0.00,14676.30,14676.30,0.00,0.00,0.00,0.00,0.00,1,1
14410-ZE1-010,2.00,64.90,70.20,0.00,0.00,0.00,0.00,0.00,1,1
759-990,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
20241779,1.00,4422.60,4422.60,0.00,0.00,0.00,0.00,0.00,1,1
K-96350,1.00,76953.20,76953.20,0.00,0.00,0.00,0.00,0.00,1,1
S-5-3152,2.00,1187.60,1187.60,0.00,0.00,0.00,0.00,0.00,1,1
185-011,3.00,611.30,611.30,0.00,0.00,0.00,0.00,0.00,1,1
TWI-R6,0.00,1948.90,2106.80,0.00,0.00,0.00,0.00,0.00,1,1
0009021900,2.00,409.30,442.40,0.00,0.00,0.00,0.00,0.00,1,1
MSS-15219R,0.00,89.20,96.40,0.00,0.00,0.00,0.00,0.00,1,1
0538020,0.00,5688.00,5688.00,0.00,0.00,0.00,0.00,0.00,1,1
17620-ZOT-813,6.00,127.20,137.50,0.00,0.00,0.00,0.00,0.00,1,1
703-079,0.00,121.00,121.00,0.00,0.00,0.00,0.00,0.00,1,1
20242930,2.00,509.80,509.80,0.00,0.00,0.00,0.00,0.00,1,1
424-271,2.00,1809.70,1809.70,0.00,0.00,0.00,0.00,0.00,1,1
KK-4139-3,1.00,702.70,744.90,0.00,0.00,0.00,0.00,0.00,1,1
71-12000,0.00,141.40,149.90,0.00,0.00,0.00,0.00,0.00,1,1
512-031,0.00,279.50,279.50,0.00,0.00,0.00,0.00,0.00,1,1
641-1021,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
800-910,2.00,207.10,207.10,0.00,0.00,0.00,0.00,0.00,1,1
40-1928,1.00,932.40,988.40,0.00,0.00,0.00,0.00,0.00,1,1
694-051,1.00,3338.20,3338.20,0.00,0.00,0.00,0.00,0.00,1,1
328-320,2.00,26275.40,26275.40,0.00,0.00,0.00,0.00,0.00,1,1
710-191,0.00,512.40,512.40,0.00,0.00,0.00,0.00,0.00,1,1
BAL-62032ZRC3,2.00,55.40,59.90,0.00,0.00,0.00,0.00,0.00,1,1
13001,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
20693296,60.96,445.40,445.40,0.00,0.00,0.00,0.00,0.00,1,1
H-1900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
S-337135,10.00,109.90,109.90,0.00,0.00,0.00,0.00,0.00,1,1
104798,6.00,928.90,928.90,0.00,0.00,0.00,0.00,0.00,1,1
704-2125,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
R17-800-RGLA,0.00,4422.40,4780.40,0.00,0.00,0.00,0.00,0.00,1,1
16562ZE3000,0.00,50.40,54.50,0.00,0.00,0.00,0.00,0.00,1,1
641-407,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
520714B,1.00,2898.60,2972.80,0.00,0.00,0.00,0.00,0.00,1,1
98039370,3.00,149.20,149.20,0.00,0.00,0.00,0.00,0.00,1,1
TUNR-25,9.00,73.80,79.70,0.00,0.00,0.00,0.00,0.00,1,1
700-186,0.00,7891.20,7891.20,0.00,0.00,0.00,0.00,0.00,1,1
PRO-5045,0.00,76.60,76.60,0.00,0.00,0.00,0.00,0.00,1,1
9801-8000,0.00,48636.80,50604.70,0.00,0.00,0.00,0.00,0.00,1,1
773-600,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
BO5020,0.00,1274.10,1377.30,0.00,0.00,0.00,0.00,0.00,1,1
692-519,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
TBR-30,0.00,26.80,26.80,0.00,0.00,0.00,0.00,0.00,1,1
20822076,4.00,483.50,483.50,0.00,0.00,0.00,0.00,0.00,1,1
641-321,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
661-028,0.00,872.10,872.10,0.00,0.00,0.00,0.00,0.00,1,1
756-112,1.00,5061.30,5061.30,0.00,0.00,0.00,0.00,0.00,1,1
928-835,2.00,13092.30,13092.30,0.00,0.00,0.00,0.00,0.00,1,1
PRO-7021,0.00,656.90,656.90,0.00,0.00,0.00,0.00,0.00,1,1
B74G-4AK-AD3-,0.00,5764.40,6231.10,0.00,0.00,0.00,0.00,0.00,1,1
0533211A,0.00,66571.10,66571.10,0.00,0.00,0.00,0.00,0.00,1,1
PRO-50110,0.00,106.60,106.60,0.00,0.00,0.00,0.00,0.00,1,1
641-723,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
763-557,2.00,3043.00,3043.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-40919,0.00,14.40,14.40,0.00,0.00,0.00,0.00,0.00,1,1
W-0351227,3.00,150.80,153.90,0.00,0.00,0.00,0.00,0.00,1,1
PVC-10019,81.00,62.40,67.50,0.00,0.00,0.00,0.00,0.00,1,1
PRO-213,20.00,67.90,67.90,0.00,0.00,0.00,0.00,0.00,1,1
AV-2115-FF,0.00,1355.40,1436.80,0.00,0.00,0.00,0.00,0.00,1,1
GAS-1,67.50,14.80,16.00,0.00,0.00,0.00,0.00,0.00,1,1
779-119,0.00,2618.50,2618.50,0.00,0.00,0.00,0.00,0.00,1,1
H-18381-ZH8-8,0.00,57.10,61.70,0.00,0.00,0.00,0.00,0.00,1,1
K41DA00-KS1-K,1.00,1539.40,1664.00,0.00,0.00,0.00,0.00,0.00,1,1
770-134,11.00,61.10,61.10,0.00,0.00,0.00,0.00,0.00,1,1
TOP-5,8.00,11.80,12.70,0.00,0.00,0.00,0.00,0.00,1,1
20242239,5.00,168.20,168.20,0.00,0.00,0.00,0.00,0.00,1,1
SH-5816,1.00,2776.60,2776.60,0.00,0.00,0.00,0.00,0.00,1,1
F74C-4AD-QP0,2.00,1763.40,1906.20,0.00,0.00,0.00,0.00,0.00,1,1
770-181,2.00,209.80,209.80,0.00,0.00,0.00,0.00,0.00,1,1
770-679,4.00,203.10,203.10,0.00,0.00,0.00,0.00,0.00,1,1
20242902,2.00,424.00,424.00,0.00,0.00,0.00,0.00,0.00,1,1
541-239,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
CADWB-2460-A2,0.00,31080.60,33596.70,0.00,0.00,0.00,0.00,0.00,1,1
26025051,0.00,243.60,263.30,0.00,0.00,0.00,0.00,0.00,1,1
770-178,3.00,374.40,374.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-28116,1.00,515.40,515.40,0.00,0.00,0.00,0.00,0.00,1,1
44642-801-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
06203,0.00,16844.80,17183.50,0.00,0.00,0.00,0.00,0.00,1,1
9-1560,0.00,1706.80,1809.20,0.00,0.00,0.00,0.00,0.00,1,1
BS-271794,1.00,45.40,49.00,0.00,0.00,0.00,0.00,0.00,1,1
AM60010210,0.00,8338.50,8338.50,0.00,0.00,0.00,0.00,0.00,1,1
0551706,0.00,1143.30,1166.10,0.00,0.00,0.00,0.00,0.00,1,1
770-424,3.00,255.40,255.40,0.00,0.00,0.00,0.00,0.00,1,1
800-242,9.00,316.20,316.20,0.00,0.00,0.00,0.00,0.00,1,1
700-698,124.00,293.10,293.10,0.00,0.00,0.00,0.00,0.00,1,1
20242909,4.00,567.00,567.00,0.00,0.00,0.00,0.00,0.00,1,1
CP-43987,1.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,1,1
03216,2.00,9.90,10.10,0.00,0.00,0.00,0.00,0.00,1,1
SH-7505,2.00,490.80,490.80,0.00,0.00,0.00,0.00,0.00,1,1
4214-52,0.00,368.90,398.70,0.00,0.00,0.00,0.00,0.00,1,1
11913,0.00,76.20,77.70,0.00,0.00,0.00,0.00,0.00,1,1
541-1025,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
770-718,1.00,826.30,826.30,0.00,0.00,0.00,0.00,0.00,1,1
52040009,3.00,511.60,553.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1010,0.00,1272.50,1272.50,0.00,0.00,0.00,0.00,0.00,1,1
20242025,15.00,138.00,138.00,0.00,0.00,0.00,0.00,0.00,1,1
K28,8.00,767.40,829.50,0.00,0.00,0.00,0.00,0.00,1,1
S-106812,1.00,1950.00,1950.00,0.00,0.00,0.00,0.00,0.00,1,1
SCW-1028-A,0.00,8651.40,9351.80,0.00,0.00,0.00,0.00,0.00,1,1
103-117,1.00,1112.80,1112.80,0.00,0.00,0.00,0.00,0.00,1,1
545-XXXX,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
S-106878,3.00,1450.30,1450.30,0.00,0.00,0.00,0.00,0.00,1,1
VATS,0.00,840.00,908.00,0.00,0.00,0.00,0.00,0.00,1,1
02128,0.00,1485.20,1498.50,0.00,0.00,0.00,0.00,0.00,1,1
541-400,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
11963,3.00,571.20,582.70,0.00,0.00,0.00,0.00,0.00,1,1
NIP-1,0.00,35.10,37.90,0.00,0.00,0.00,0.00,0.00,1,1
805-350,0.00,37.10,37.10,0.00,0.00,0.00,0.00,0.00,1,1
773-168,1.00,259.80,259.80,0.00,0.00,0.00,0.00,0.00,1,1
702-084,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3213,14.00,11.30,12.20,0.00,0.00,0.00,0.00,0.00,1,1
20704449,15.24,1239.60,1239.60,0.00,0.00,0.00,0.00,0.00,1,1
S-103019X,2.00,1627.00,1627.00,0.00,0.00,0.00,0.00,0.00,1,1
H16200-ZN1-80,0.00,599.00,647.50,0.00,0.00,0.00,0.00,0.00,1,1
432-611,0.00,178.90,178.90,0.00,0.00,0.00,0.00,0.00,1,1
W-0371217,1.00,940.90,959.70,0.00,0.00,0.00,0.00,0.00,1,1
24862,0.00,13547.70,13820.10,0.00,0.00,0.00,0.00,0.00,1,1
23067,1.00,14563.30,14856.10,0.00,0.00,0.00,0.00,0.00,1,1
144-832,0.00,9772.10,9772.10,0.00,0.00,0.00,0.00,0.00,1,1
15600-ZE1-003,3.00,61.40,66.30,0.00,0.00,0.00,0.00,0.00,1,1
704-113,0.00,990.50,990.50,0.00,0.00,0.00,0.00,0.00,1,1
HCV-353009A,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,1,1
23297,0.00,1608.00,1640.30,0.00,0.00,0.00,0.00,0.00,1,1
T31-909,0.00,79.00,85.40,0.00,0.00,0.00,0.00,0.00,1,1
CG1032,1.00,311.30,311.30,0.00,0.00,0.00,0.00,0.00,1,1
H17230-ZE1-MX,0.00,95.80,103.50,0.00,0.00,0.00,0.00,0.00,1,1
K-212745,5.00,23381.80,23381.80,0.00,0.00,0.00,0.00,0.00,1,1
20025735,72.40,24.97,24.97,0.00,0.00,0.00,0.00,0.00,1,1
R-SBC-N36,3.00,489.10,489.10,0.00,0.00,0.00,0.00,0.00,1,1
AM85115M,8.00,201.70,218.10,0.00,0.00,0.00,0.00,0.00,1,1
DF-F3,0.00,41966.30,45363.70,0.00,0.00,0.00,0.00,0.00,1,1
0524917,0.00,3830.40,3830.40,0.00,0.00,0.00,0.00,0.00,1,1
375650050,10.00,5986.70,5986.70,0.00,0.00,0.00,0.00,0.00,1,1
432-609,0.00,68.25,68.25,0.00,0.00,0.00,0.00,0.00,1,1
433-007A,0.00,21017.50,21017.50,0.00,0.00,0.00,0.00,0.00,1,1
9970123,9.00,24.20,24.20,0.00,0.00,0.00,0.00,0.00,1,1
20025773,647.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,1,1
20025773-R,-152.40,29.40,29.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-156-K5,0.00,502.96,533.15,0.00,0.00,0.00,0.00,0.00,1,1
K-252525,0.00,2373.40,2373.40,0.00,0.00,0.00,0.00,0.00,1,1
JGV-262-K5,0.00,216.60,229.60,0.00,0.00,0.00,0.00,0.00,1,1
0558302,0.00,1459.60,1459.60,0.00,0.00,0.00,0.00,0.00,1,1
0290009H,3.00,123103.60,123103.60,0.00,0.00,0.00,0.00,0.00,1,1
4303-52R,0.00,3141.70,3377.40,0.00,0.00,0.00,0.00,0.00,1,1
20025735,484.50,25.00,25.00,0.00,0.00,0.00,0.00,0.00,1,1
20025735-R,-152.40,18.40,18.40,0.00,0.00,0.00,0.00,0.00,1,1
CSCHI012,0.00,53.30,53.30,0.00,0.00,0.00,0.00,0.00,1,1
COCAT014,0.00,37.20,37.20,0.00,0.00,0.00,0.00,0.00,1,1
K17-098-11,0.00,2501.40,2703.90,0.00,0.00,0.00,0.00,0.00,1,1
H06183-Z6L-01,1.00,5807.70,6277.80,0.00,0.00,0.00,0.00,0.00,1,1
235-029,0.00,794.70,794.70,0.00,0.00,0.00,0.00,0.00,1,1
451-115,0.00,2582.30,2582.30,0.00,0.00,0.00,0.00,0.00,1,1
451-112,0.00,119.20,119.20,0.00,0.00,0.00,0.00,0.00,1,1
858-001,0.00,30.20,30.20,0.00,0.00,0.00,0.00,0.00,1,1
858-621,0.00,34.10,34.10,0.00,0.00,0.00,0.00,0.00,1,1
451-422,0.00,991.20,991.20,0.00,0.00,0.00,0.00,0.00,1,1
449-609A,0.00,558.20,558.20,0.00,0.00,0.00,0.00,0.00,1,1
449-605,0.00,281.20,281.20,0.00,0.00,0.00,0.00,0.00,1,1
432-864,0.00,3356.20,3356.20,0.00,0.00,0.00,0.00,0.00,1,1
TC12-48,0.00,661.90,715.60,0.00,0.00,0.00,0.00,0.00,1,1
PROV-22-K10,0.00,377.30,399.90,0.00,0.00,0.00,0.00,0.00,1,1
GRACG120L,0.00,30.90,30.90,0.00,0.00,0.00,0.00,0.00,1,1
PROV-22-K50,0.00,1474.40,1562.90,0.00,0.00,0.00,0.00,0.00,1,1
SUA15064,0.00,7500.40,8107.60,0.00,0.00,0.00,0.00,0.00,1,1
SAR-30025,0.00,8474.80,9160.90,0.00,0.00,0.00,0.00,0.00,1,1
SAR-30032,0.00,8750.32,9458.68,0.00,0.00,0.00,0.00,0.00,1,1
759-379,0.00,2177.80,2177.80,0.00,0.00,0.00,0.00,0.00,1,1
0538029,1.00,1680.50,1680.50,0.00,0.00,0.00,0.00,0.00,1,1
103-679,0.00,195.30,195.30,0.00,0.00,0.00,0.00,0.00,1,1
10646,0.00,1763.20,1798.50,0.00,0.00,0.00,0.00,0.00,1,1
375750050,2.00,8412.50,8412.50,0.00,0.00,0.00,0.00,0.00,1,1
H18310-ZE2-MX,0.00,1092.00,1173.90,0.00,0.00,0.00,0.00,0.00,1,1
R80-30-707,0.00,663.60,711.60,0.00,0.00,0.00,0.00,0.00,1,1
R80-30-707,1.00,663.60,711.60,0.00,0.00,0.00,0.00,0.00,1,1
0580006,9.00,8502.90,8502.90,0.00,0.00,0.00,0.00,0.00,1,1
0580009,0.00,6371.90,6371.90,0.00,0.00,0.00,0.00,0.00,1,1
0580005,10.00,5732.60,5732.60,0.00,0.00,0.00,0.00,0.00,1,1
121000480,0.00,10.00,10.80,0.00,0.00,0.00,0.00,0.00,1,1
8717-5850,0.00,238.70,238.70,0.00,0.00,0.00,0.00,0.00,1,1
8717-5860,0.00,989.00,989.00,0.00,0.00,0.00,0.00,0.00,1,1
8725-4040,0.00,1067.40,1067.40,0.00,0.00,0.00,0.00,0.00,1,1
9802-9250,0.00,149.50,149.50,0.00,0.00,0.00,0.00,0.00,1,1
8719-0080,0.00,7.80,7.80,0.00,0.00,0.00,0.00,0.00,1,1
9802-8900,0.00,19.10,19.10,0.00,0.00,0.00,0.00,0.00,1,1
9802-9420,0.00,62.40,62.40,0.00,0.00,0.00,0.00,0.00,1,1
9802-9290,0.00,276.50,276.50,0.00,0.00,0.00,0.00,0.00,1,1
87417-5120,0.00,8638.50,8638.50,0.00,0.00,0.00,0.00,0.00,1,1
9803-1990,0.00,26.10,26.10,0.00,0.00,0.00,0.00,0.00,1,1
9802-9260,0.00,120.10,120.10,0.00,0.00,0.00,0.00,0.00,1,1
8701-8320,0.00,457.10,457.10,0.00,0.00,0.00,0.00,0.00,1,1
0532000A,26.00,18500.00,36532.44,0.00,0.00,0.00,0.00,0.00,1,1
AS-80,0.00,3.50,3.50,0.00,0.00,0.00,0.00,0.00,1,1
02436,0.00,197.50,201.40,0.00,0.00,0.00,0.00,0.00,1,1
02436,0.00,197.50,201.40,0.00,0.00,0.00,0.00,0.00,1,1
SBS-CRIS,97.00,25.20,27.20,0.00,0.00,0.00,0.00,0.00,1,1
7326-C,20.00,1372.90,1372.90,0.00,0.00,0.00,0.00,0.00,1,1
BS-808273,1.00,772.80,835.40,0.00,0.00,0.00,0.00,0.00,1,1
403012900,1.00,1961.11,2119.96,0.00,0.00,0.00,0.00,0.00,1,1
01943,1.00,207.34,211.51,0.00,0.00,0.00,0.00,0.00,1,1
5019063100,8.00,1637.10,1769.71,0.00,0.00,0.00,0.00,0.00,1,1
12251-ZF1-800,1.00,171.30,185.20,0.00,0.00,0.00,0.00,0.00,1,1
14711-ZE3-000,2.00,198.24,214.29,0.00,0.00,0.00,0.00,0.00,1,1
K-66350,0.00,9587.60,9587.60,0.00,0.00,0.00,0.00,0.00,1,1
MSS-91025R,0.00,122.90,132.86,0.00,0.00,0.00,0.00,0.00,1,1
S-106879,2.00,553.17,553.17,0.00,0.00,0.00,0.00,0.00,1,1
S-91357,3.00,557.60,557.60,0.00,0.00,0.00,0.00,0.00,1,1
