sku,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
7747100051,18.00,25.59,27.66,0.00,0.00,0.00,0.00,0.00,1,1
761-028,2.00,1223.10,1223.10,0.00,0.00,0.00,0.00,0.00,1,1
300012,6.00,208.50,208.50,0.00,0.00,0.00,0.00,0.00,1,1
773-132,1.00,517.46,517.46,0.00,0.00,0.00,0.00,0.00,1,1
S-260249,1.00,4472.90,4472.90,0.00,0.00,0.00,0.00,0.00,1,1
APS-6-001,0.00,1955.70,2114.20,0.00,0.00,0.00,0.00,0.00,1,1
762-162,0.00,56.10,56.10,0.00,0.00,0.00,0.00,0.00,1,1
SH-70-160110,3.00,432.65,432.65,0.00,0.00,0.00,0.00,0.00,1,1
QM-1428-COMEQ,0.00,45.40,49.00,0.00,0.00,0.00,0.00,0.00,1,1
541-126,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
NNR-2526,12.00,99.40,107.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-28012,2.00,687.30,687.30,0.00,0.00,0.00,0.00,0.00,1,1
NLRD21,0.00,1260.00,1362.00,0.00,0.00,0.00,0.00,0.00,1,1
89162480,0.00,1152.60,1152.60,0.00,0.00,0.00,0.00,0.00,1,1
G70-15,2.00,2352.05,2542.45,0.00,0.00,0.00,0.00,0.00,1,1
A1114,0.00,177.00,191.40,0.00,0.00,0.00,0.00,0.00,1,1
931340,3.00,820.30,820.30,0.00,0.00,0.00,0.00,0.00,1,1
90399,1.00,46250.10,46250.10,0.00,0.00,0.00,0.00,0.00,1,1
0558056B,0.00,43318.40,43318.40,0.00,0.00,0.00,0.00,0.00,1,1
770-389,4.00,442.30,442.30,0.00,0.00,0.00,0.00,0.00,1,1
800-325,1.00,1233.68,1233.68,0.00,0.00,0.00,0.00,0.00,1,1
BAL-17,0.00,80.60,87.20,0.00,0.00,0.00,0.00,0.00,1,1
20241906,1.00,748.70,748.70,0.00,0.00,0.00,0.00,0.00,1,1
641-713,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-503-704-D,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,1,1
16500-ZH7-820,1.00,293.00,316.70,0.00,0.00,0.00,0.00,0.00,1,1
PRO-2019,0.00,3.93,3.93,0.00,0.00,0.00,0.00,0.00,1,1
H30500-ZJ1-84,1.00,850.10,918.90,0.00,0.00,0.00,0.00,0.00,1,1
20241764,1.00,1066.19,1066.19,0.00,0.00,0.00,0.00,0.00,1,1
SH-6740,1.00,3601.00,3601.00,0.00,0.00,0.00,0.00,0.00,1,1
0555002,0.00,445.60,445.60,0.00,0.00,0.00,0.00,0.00,1,1
700-716,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
BS-808235,1.00,289.00,312.40,0.00,0.00,0.00,0.00,0.00,1,1
0006504,1.00,144.96,156.70,0.00,0.00,0.00,0.00,0.00,1,1
770-487,4.00,374.40,374.40,0.00,0.00,0.00,0.00,0.00,1,1
20242034,13.00,98.80,98.80,0.00,0.00,0.00,0.00,0.00,1,1
770-460,1.00,857.29,857.29,0.00,0.00,0.00,0.00,0.00,1,1
002-515,8.00,191.80,191.80,0.00,0.00,0.00,0.00,0.00,1,1
245-018,0.00,12178.00,12178.00,0.00,0.00,0.00,0.00,0.00,1,1
002-XXX,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
130-0150-00-A,0.00,127598.72,127598.72,0.00,0.00,0.00,0.00,0.00,1,1
10-129,2.00,5350.01,5350.01,0.00,0.00,0.00,0.00,0.00,1,1
BS-490652,0.00,38.64,41.77,0.00,0.00,0.00,0.00,0.00,1,1
541-236,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
04321,1.00,9527.80,9719.40,0.00,0.00,0.00,0.00,0.00,1,1
773-159,3.00,1233.90,1233.90,0.00,0.00,0.00,0.00,0.00,1,1
28100000,1.00,85.30,92.20,0.00,0.00,0.00,0.00,0.00,1,1
20739924,15.24,327.90,327.90,0.00,0.00,0.00,0.00,0.00,1,1
S-103003X,2.00,855.30,855.30,0.00,0.00,0.00,0.00,0.00,1,1
S-106895,7.00,3115.30,3115.30,0.00,0.00,0.00,0.00,0.00,1,1
860-535,1.00,42.50,42.50,0.00,0.00,0.00,0.00,0.00,1,1
H11381-ZJ1-84,0.00,243.00,262.70,0.00,0.00,0.00,0.00,0.00,1,1
600000065,0.00,1296.00,1401.00,0.00,0.00,0.00,0.00,0.00,1,1
541-715,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
12715,0.00,761.70,761.70,0.00,0.00,0.00,0.00,0.00,1,1
779-415,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
19008100,0.00,76.70,83.00,0.00,0.00,0.00,0.00,0.00,1,1
14431-ZE1-000,1.00,55.30,59.80,0.00,0.00,0.00,0.00,0.00,1,1
19964,0.00,444427.20,453363.30,0.00,0.00,0.00,0.00,0.00,1,1
20241735,1.00,3587.20,3587.20,0.00,0.00,0.00,0.00,0.00,1,1
60005624,5.00,255.80,276.50,0.00,0.00,0.00,0.00,0.00,1,1
2421001000,2.00,375.20,405.60,0.00,0.00,0.00,0.00,0.00,1,1
H0611-ZFR6-40,0.00,779.10,842.20,0.00,0.00,0.00,0.00,0.00,1,1
14083,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
H13010-ZK4-00,0.00,435.10,470.40,0.00,0.00,0.00,0.00,0.00,1,1
CNA082,2.00,65.90,65.90,0.00,0.00,0.00,0.00,0.00,1,1
0524093,0.00,6212.10,6212.10,0.00,0.00,0.00,0.00,0.00,1,1
759-056,0.00,393.10,393.10,0.00,0.00,0.00,0.00,0.00,1,1
20821919,5.00,403.10,403.10,0.00,0.00,0.00,0.00,0.00,1,1
BS-491056,1.00,116.90,126.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-110,2.00,62.20,62.20,0.00,0.00,0.00,0.00,0.00,1,1
779-132,9.00,1143.20,1143.20,0.00,0.00,0.00,0.00,0.00,1,1
CLA-2,9.00,92.40,99.90,0.00,0.00,0.00,0.00,0.00,1,1
12164,0.00,404.60,412.80,0.00,0.00,0.00,0.00,0.00,1,1
641-1023,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
H16100-ZIC-60,0.00,986.20,1066.00,0.00,0.00,0.00,0.00,0.00,1,1
CNR-1390,26.00,9.20,10.00,0.00,0.00,0.00,0.00,0.00,1,1
0293929,0.00,1376.40,1376.40,0.00,0.00,0.00,0.00,0.00,1,1
BAL-62012ZR,0.00,33.60,36.30,0.00,0.00,0.00,0.00,0.00,1,1
24990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
22764,1.00,1209.50,1233.70,0.00,0.00,0.00,0.00,0.00,1,1
S-337137,1.00,220.60,220.60,0.00,0.00,0.00,0.00,0.00,1,1
104806,6.00,1374.80,1374.80,0.00,0.00,0.00,0.00,0.00,1,1
10560,0.00,14020.30,14302.20,0.00,0.00,0.00,0.00,0.00,1,1
641-409,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
700-189,1.00,5410.00,5410.00,0.00,0.00,0.00,0.00,0.00,1,1
PRO-5059,0.00,4.40,4.40,0.00,0.00,0.00,0.00,0.00,1,1
9801-7990,3.00,34039.90,35417.20,0.00,0.00,0.00,0.00,0.00,1,1
790-100,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
15-115,1.00,44107.30,47640.70,0.00,0.00,0.00,0.00,0.00,1,1
730-507,5.00,2646.60,2646.60,0.00,0.00,0.00,0.00,0.00,1,1
730-334,0.00,121.50,121.50,0.00,0.00,0.00,0.00,0.00,1,1
692-635,1.00,870.10,870.10,0.00,0.00,0.00,0.00,0.00,1,1
773-300,1.00,5767.60,5767.60,0.00,0.00,0.00,0.00,0.00,1,1
773-604,0.00,0.36,0.36,0.00,0.00,0.00,0.00,0.00,1,1
779-177,0.00,334.20,334.20,0.00,0.00,0.00,0.00,0.00,1,1
PRO-7022,0.00,656.90,656.90,0.00,0.00,0.00,0.00,0.00,1,1
759-091,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
PRO-5022,0.00,478.50,478.50,0.00,0.00,0.00,0.00,0.00,1,1
641-726,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
505,0.00,204.96,221.56,0.00,0.00,0.00,0.00,0.00,1,1
PEVI120200,0.00,18.60,18.60,0.00,0.00,0.00,0.00,0.00,1,1
765-008,1.00,668.60,668.60,0.00,0.00,0.00,0.00,0.00,1,1
520-034,4.00,146.31,146.31,0.00,0.00,0.00,0.00,0.00,1,1
PRO-410,0.00,36.50,36.50,0.00,0.00,0.00,0.00,0.00,1,1
665-4308,0.00,698.65,698.65,0.00,0.00,0.00,0.00,0.00,1,1
H17410-ZE1-02,0.00,631.70,682.80,0.00,0.00,0.00,0.00,0.00,1,1
B1909060,0.00,6347.50,6474.40,0.00,0.00,0.00,0.00,0.00,1,1
W-0351339,5.00,41.80,42.70,0.00,0.00,0.00,0.00,0.00,1,1
449-741,1.00,45071.30,45071.30,0.00,0.00,0.00,0.00,0.00,1,1
06496,0.00,99721.52,101726.62,0.00,0.00,0.00,0.00,0.00,1,1
770-136,6.00,69.30,69.30,0.00,0.00,0.00,0.00,0.00,1,1
3201001000,3.00,42.60,46.10,0.00,0.00,0.00,0.00,0.00,1,1
B2015980V,0.00,7828.20,7985.60,0.00,0.00,0.00,0.00,0.00,1,1
20241704,5.00,196.10,196.10,0.00,0.00,0.00,0.00,0.00,1,1
F74G-4AN-QD3,0.00,2686.80,2904.30,0.00,0.00,0.00,0.00,0.00,1,1
F72G-2AN-AL3,0.00,960.69,1038.46,0.00,0.00,0.00,0.00,0.00,1,1
20242944,2.00,418.80,418.80,0.00,0.00,0.00,0.00,0.00,1,1
SH-38002,2.00,893.39,893.39,0.00,0.00,0.00,0.00,0.00,1,1
541-425,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
183-230,0.00,80.89,80.89,0.00,0.00,0.00,0.00,0.00,1,1
18-600-XTG,0.00,33321.70,35991.10,0.00,0.00,0.00,0.00,0.00,1,1
770-617,5.00,695.10,695.10,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1340,0.00,32.96,35.63,0.00,0.00,0.00,0.00,0.00,1,1
721-221,0.00,552.08,552.08,0.00,0.00,0.00,0.00,0.00,1,1
721-531,17.00,749.25,749.25,0.00,0.00,0.00,0.00,0.00,1,1
SH-34902,1.00,1154.40,1154.40,0.00,0.00,0.00,0.00,0.00,1,1
20242893,0.00,604.18,604.18,0.00,0.00,0.00,0.00,0.00,1,1
L74M-6AP-QPN,2.00,2661.10,2876.60,0.00,0.00,0.00,0.00,0.00,1,1
23518,0.00,5095.40,5197.80,0.00,0.00,0.00,0.00,0.00,1,1
665-3108,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
01127,0.00,120.60,123.00,0.00,0.00,0.00,0.00,0.00,1,1
770-428,1.00,255.40,255.40,0.00,0.00,0.00,0.00,0.00,1,1
05595,5.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,1,1
000015,5.00,145.00,156.70,0.00,0.00,0.00,0.00,0.00,1,1
SBS-OVE7,2.00,737.50,797.20,0.00,0.00,0.00,0.00,0.00,1,1
23451,1.00,17095.10,17438.80,0.00,0.00,0.00,0.00,0.00,1,1
20242934,2.00,816.20,816.20,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-601,1.00,3451.92,3451.92,0.00,0.00,0.00,0.00,0.00,1,1
CP-44666,1.00,379.60,379.60,0.00,0.00,0.00,0.00,0.00,1,1
002-409,2.00,191.81,191.81,0.00,0.00,0.00,0.00,0.00,1,1
759-120,1.00,11910.60,11910.60,0.00,0.00,0.00,0.00,0.00,1,1
DGA-511,2.00,125.10,132.60,0.00,0.00,0.00,0.00,0.00,1,1
SH-7510,0.00,384.50,384.50,0.00,0.00,0.00,0.00,0.00,1,1
NIP-8MP,0.00,87.60,94.70,0.00,0.00,0.00,0.00,0.00,1,1
541-1031,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
MED119,0.00,3530.38,3530.38,0.00,0.00,0.00,0.00,0.00,1,1
770-317,2.00,688.88,688.88,0.00,0.00,0.00,0.00,0.00,1,1
2100-8100-0,0.00,2984.30,3163.40,0.00,0.00,0.00,0.00,0.00,1,1
0532221,1.00,683.70,683.70,0.00,0.00,0.00,0.00,0.00,1,1
0290367,0.00,11238.68,11238.68,0.00,0.00,0.00,0.00,0.00,1,1
QM-469-1,0.00,7859.80,8331.60,0.00,0.00,0.00,0.00,0.00,1,1
03213,1.00,14.81,15.11,0.00,0.00,0.00,0.00,0.00,1,1
773-003,4.00,701.50,701.50,0.00,0.00,0.00,0.00,0.00,1,1
0001032400,3.00,2558.00,2765.20,0.00,0.00,0.00,0.00,0.00,1,1
PRO-P1020,0.00,1544.40,1544.40,0.00,0.00,0.00,0.00,0.00,1,1
20241916,15.00,221.40,221.40,0.00,0.00,0.00,0.00,0.00,1,1
K83,2.00,523.80,566.20,0.00,0.00,0.00,0.00,0.00,1,1
89153880,0.00,107.26,107.26,0.00,0.00,0.00,0.00,0.00,1,1
S-106837,3.00,801.90,801.90,0.00,0.00,0.00,0.00,0.00,1,1
57-2670,2.00,6775.60,6775.60,0.00,0.00,0.00,0.00,0.00,1,1
SCW-1648-AF,0.00,15061.60,16280.90,0.00,0.00,0.00,0.00,0.00,1,1
ADB-01032,0.00,187.00,202.10,0.00,0.00,0.00,0.00,0.00,1,1
BS-692919,1.00,151.20,163.44,0.00,0.00,0.00,0.00,0.00,1,1
5019006400,0.00,857.98,927.48,0.00,0.00,0.00,0.00,0.00,1,1
641-XXX,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
055-5240,12.00,358.42,358.42,0.00,0.00,0.00,0.00,0.00,1,1
5882-13,0.00,4517.30,4883.00,0.00,0.00,0.00,0.00,0.00,1,1
GE-70,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,1,1
541-409,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
TOP-2,1.00,29.40,31.78,0.00,0.00,0.00,0.00,0.00,1,1
4415,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
100053000,2.00,1607.61,1607.61,0.00,0.00,0.00,0.00,0.00,1,1
87512140,12.00,739.10,739.10,0.00,0.00,0.00,0.00,0.00,1,1
BRR-5052,0.00,57.22,61.85,0.00,0.00,0.00,0.00,0.00,1,1
23007,0.00,218.40,236.10,0.00,0.00,0.00,0.00,0.00,1,1
761-078,1.00,978.39,978.39,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-6,1.00,14318.30,14318.30,0.00,0.00,0.00,0.00,0.00,1,1
20240258,152.40,184.90,184.90,0.00,0.00,0.00,0.00,0.00,1,1
W-0351940,3.00,814.75,831.01,0.00,0.00,0.00,0.00,0.00,1,1
S-103023X,2.00,1052.70,1052.70,0.00,0.00,0.00,0.00,0.00,1,1
20242076,15.00,113.62,113.62,0.00,0.00,0.00,0.00,0.00,1,1
10-116,0.00,24.60,24.60,0.00,0.00,0.00,0.00,0.00,1,1
5026014400,2.00,332.54,359.48,0.00,0.00,0.00,0.00,0.00,1,1
665-2324,0.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
98022200,0.00,526.50,658.10,0.00,0.00,0.00,0.00,0.00,1,1
434-652,0.00,446.90,446.90,0.00,0.00,0.00,0.00,0.00,1,1
W-0371219,1.00,940.90,959.70,0.00,0.00,0.00,0.00,0.00,1,1
03988,0.00,197.50,201.40,0.00,0.00,0.00,0.00,0.00,1,1
765-020,6.00,5935.71,5935.71,0.00,0.00,0.00,0.00,0.00,1,1
S-142656,5.00,195.00,195.00,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4041,0.00,805.40,853.80,0.00,0.00,0.00,0.00,0.00,1,1
641-821,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
CADWB-2460-A2,0.00,25955.70,28056.80,0.00,0.00,0.00,0.00,0.00,1,1
PRO-1031,4.00,225.35,225.35,0.00,0.00,0.00,0.00,0.00,1,1
CNR-1345,25.00,13.20,14.20,0.00,0.00,0.00,0.00,0.00,1,1
PRO-41110,0.00,140.95,140.95,0.00,0.00,0.00,0.00,0.00,1,1
28169,0.00,502244.70,512289.60,0.00,0.00,0.00,0.00,0.00,1,1
16010-ZE1-812,2.00,244.80,264.60,0.00,0.00,0.00,0.00,0.00,1,1
770-712,0.00,41.20,41.20,0.00,0.00,0.00,0.00,0.00,1,1
RET-1,3.00,30.20,32.70,0.00,0.00,0.00,0.00,0.00,1,1
704-119,5.00,1976.00,1976.00,0.00,0.00,0.00,0.00,0.00,1,1
23291,0.00,190.40,194.20,0.00,0.00,0.00,0.00,0.00,1,1
12210-ZL0-405,0.00,3192.06,3450.47,0.00,0.00,0.00,0.00,0.00,1,1
16100-ZOT-MX,0.00,487.20,526.70,0.00,0.00,0.00,0.00,0.00,1,1
CG1034,10.00,262.00,262.00,0.00,0.00,0.00,0.00,0.00,1,1
14223,0.00,666455.70,679856.10,0.00,0.00,0.00,0.00,0.00,1,1
H17410-ZE1-MX,0.00,136.10,147.10,0.00,0.00,0.00,0.00,0.00,1,1
DF-FRS2,0.00,25287.30,27335.63,0.00,0.00,0.00,0.00,0.00,1,1
0532355A,2.00,162.80,162.80,0.00,0.00,0.00,0.00,0.00,1,1
0093930,1.00,608.16,608.16,0.00,0.00,0.00,0.00,0.00,1,1
PRO-009,2.00,55.50,55.50,0.00,0.00,0.00,0.00,0.00,1,1
0093930,1.00,608.16,608.16,0.00,0.00,0.00,0.00,0.00,1,1
750-008,1.00,5070.53,5070.53,0.00,0.00,0.00,0.00,0.00,1,1
PRO-012,5.00,874.44,874.44,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3209,0.00,32.06,34.65,0.00,0.00,0.00,0.00,0.00,1,1
23513,6.00,2702.20,2756.25,0.00,0.00,0.00,0.00,0.00,1,1
TE-1327,0.00,4683.18,5062.29,0.00,0.00,0.00,0.00,0.00,1,1
641-429,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
801-385,6.00,9384.59,9384.59,0.00,0.00,0.00,0.00,0.00,1,1
28163,5.00,489.26,499.10,0.00,0.00,0.00,0.00,0.00,1,1
S-205075,1.00,1959.76,1959.76,0.00,0.00,0.00,0.00,0.00,1,1
CAM-1,4.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,1,1
CEU-AD150B,0.00,224.25,242.19,0.00,0.00,0.00,0.00,0.00,1,1
S-340014,13.00,125.52,125.52,0.00,0.00,0.00,0.00,0.00,1,1
770-450,2.00,5514.60,5956.36,0.00,0.00,0.00,0.00,0.00,1,1
330-313,3.00,980.26,980.26,0.00,0.00,0.00,0.00,0.00,1,1
K-99350,0.00,115.71,115.71,0.00,0.00,0.00,0.00,0.00,1,1
BAL-2303-2RS,1.00,452.90,489.57,0.00,0.00,0.00,0.00,0.00,1,1
PRO-005,5.00,201.00,201.00,0.00,0.00,0.00,0.00,0.00,1,1
515-592,1.00,78260.00,84529.25,0.00,0.00,0.00,0.00,0.00,1,1
641-134,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
IMSA300R12,0.00,19.40,21.00,0.00,0.00,0.00,0.00,0.00,1,1
13003,0.00,247495.80,252445.70,0.00,0.00,0.00,0.00,0.00,1,1
314-180,0.00,1511.50,1511.50,0.00,0.00,0.00,0.00,0.00,1,1
CNA052,7.00,53.20,53.20,0.00,0.00,0.00,0.00,0.00,1,1
9802-3600,0.00,4143.70,4143.70,0.00,0.00,0.00,0.00,0.00,1,1
PLACA,145.00,45.40,49.00,0.00,0.00,0.00,0.00,0.00,1,1
M70,0.00,539851.00,539851.00,0.00,0.00,0.00,0.00,0.00,1,1
11351,2.00,105.80,107.90,0.00,0.00,0.00,0.00,0.00,1,1
02007,0.00,69.10,70.50,0.00,0.00,0.00,0.00,0.00,1,1
NB-1,10.00,117.80,127.30,0.00,0.00,0.00,0.00,0.00,1,1
641-207,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
02396,2.00,1431.60,1460.40,0.00,0.00,0.00,0.00,0.00,1,1
TOP-3,7.00,21.90,23.70,0.00,0.00,0.00,0.00,0.00,1,1
850-016,0.00,454.90,454.90,0.00,0.00,0.00,0.00,0.00,1,1
B1929044,1.00,3356.80,3424.00,0.00,0.00,0.00,0.00,0.00,1,1
530-321,0.00,0.30,0.40,0.00,0.00,0.00,0.00,0.00,1,1
330-415,2.00,980.30,980.30,0.00,0.00,0.00,0.00,0.00,1,1
541-521,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
70-261408,3.00,782.00,782.00,0.00,0.00,0.00,0.00,0.00,1,1
CEU-AA150B,0.00,134.60,145.30,0.00,0.00,0.00,0.00,0.00,1,1
E701720,0.00,5734.10,5734.10,0.00,0.00,0.00,0.00,0.00,1,1
S-875651,1.00,596.50,596.50,0.00,0.00,0.00,0.00,0.00,1,1
AP2030,0.00,165.80,165.80,0.00,0.00,0.00,0.00,0.00,1,1
16011-ZA0-931,1.00,349.70,378.00,0.00,0.00,0.00,0.00,0.00,1,1
641-431,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
HOR-2,0.00,196.30,212.20,0.00,0.00,0.00,0.00,0.00,1,1
W-0143417,1.00,1073.60,1095.10,0.00,0.00,0.00,0.00,0.00,1,1
800-252,0.00,41.20,41.20,0.00,0.00,0.00,0.00,0.00,1,1
00768,1.00,641.80,654.70,0.00,0.00,0.00,0.00,0.00,1,1
13200-Z0T-800,0.00,725.70,784.40,0.00,0.00,0.00,0.00,0.00,1,1
S-104809,5.00,975.00,975.00,0.00,0.00,0.00,0.00,0.00,1,1
01192,0.00,127825.50,130395.70,0.00,0.00,0.00,0.00,0.00,1,1
14084,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,1,1
773-560,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
02003,0.00,1530.38,1561.15,0.00,0.00,0.00,0.00,0.00,1,1
CHI-1,1.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,1,1
11732,5.00,76.17,77.70,0.00,0.00,0.00,0.00,0.00,1,1
PRO-20210,0.00,64.80,64.80,0.00,0.00,0.00,0.00,0.00,1,1
12546,0.00,339645.60,346474.80,0.00,0.00,0.00,0.00,0.00,1,1
765-029,5.00,1123.00,1123.00,0.00,0.00,0.00,0.00,0.00,1,1
PINTVERDE,16.25,316.40,342.01,0.00,0.00,0.00,0.00,0.00,1,1
700-3000-P,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
700-514,1.00,93.20,93.20,0.00,0.00,0.00,0.00,0.00,1,1
20242099,14.00,230.40,230.40,0.00,0.00,0.00,0.00,0.00,1,1
W-0364006,0.00,8712.40,8886.40,0.00,0.00,0.00,0.00,0.00,1,1
002-1026,0.00,276.90,276.90,0.00,0.00,0.00,0.00,0.00,1,1
228-002,0.00,609.50,609.50,0.00,0.00,0.00,0.00,0.00,1,1
100020000,2.00,1515.60,1515.60,0.00,0.00,0.00,0.00,0.00,1,1
0000002,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1,1
S-108180,6.00,76.60,76.60,0.00,0.00,0.00,0.00,0.00,1,1
00000003,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1,1
5019006500,0.00,479.60,518.40,0.00,0.00,0.00,0.00,0.00,1,1
20081,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
87137610,0.00,76.20,76.20,0.00,0.00,0.00,0.00,0.00,1,1
H-18310-ZE2-W,0.00,1154.70,1248.20,0.00,0.00,0.00,0.00,0.00,1,1
662-645,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
770-318,1.00,773.90,773.90,0.00,0.00,0.00,0.00,0.00,1,1
002-411,0.00,191.80,191.80,0.00,0.00,0.00,0.00,0.00,1,1
SPEDD,1.00,2482.21,2683.27,0.00,0.00,0.00,0.00,0.00,1,1
20822046,15.00,224.20,224.20,0.00,0.00,0.00,0.00,0.00,1,1
641-215,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
550-110,0.00,7639.60,7639.60,0.00,0.00,0.00,0.00,0.00,1,1
721-533,0.00,749.20,749.20,0.00,0.00,0.00,0.00,0.00,1,1
S-98029320,0.00,11209.80,11209.80,0.00,0.00,0.00,0.00,0.00,1,1
182-007,0.00,393.00,393.00,0.00,0.00,0.00,0.00,0.00,1,1
SH-38013,1.00,893.40,893.40,0.00,0.00,0.00,0.00,0.00,1,1
L72M-2AP-QTN,0.00,736.80,796.40,0.00,0.00,0.00,0.00,0.00,1,1
BS-491055,1.00,42.00,45.40,0.00,0.00,0.00,0.00,0.00,1,1
20025834-R,0.00,159.20,159.20,0.00,0.00,0.00,0.00,0.00,1,1
770-467,1.00,1058.40,1058.40,0.00,0.00,0.00,0.00,0.00,1,1
0805000900,1.00,494.50,534.60,0.00,0.00,0.00,0.00,0.00,1,1
QM-440-1,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,1,1
20241780,4.00,1256.30,1256.30,0.00,0.00,0.00,0.00,0.00,1,1
PRO-2075,13.00,113.10,113.10,0.00,0.00,0.00,0.00,0.00,1,1
8719-9380,0.00,760.00,760.00,0.00,0.00,0.00,0.00,0.00,1,1
431-053,0.00,405.90,405.90,0.00,0.00,0.00,0.00,0.00,1,1
G70-18,0.00,1848.00,1997.60,0.00,0.00,0.00,0.00,0.00,1,1
M31,0.00,293953.20,293953.20,0.00,0.00,0.00,0.00,0.00,1,1
541-127,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
759-049,1.00,1156.10,1156.10,0.00,0.00,0.00,0.00,0.00,1,1
QM-1458-K3,0.00,1746.70,1851.60,0.00,0.00,0.00,0.00,0.00,1,1
773-140,1.00,1448.20,1448.20,0.00,0.00,0.00,0.00,0.00,1,1
90268200,9.00,110.90,119.80,0.00,0.00,0.00,0.00,0.00,1,1
HDCBX-6001,1.00,7256.90,7256.90,0.00,0.00,0.00,0.00,0.00,1,1
20241902,15.00,144.30,144.30,0.00,0.00,0.00,0.00,0.00,1,1
S-259713,0.00,772.70,772.70,0.00,0.00,0.00,0.00,0.00,1,1
541-536,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,1,1
SH-15-0600091,3.00,887.00,887.00,0.00,0.00,0.00,0.00,0.00,1,1
107-003,0.00,269.40,269.40,0.00,0.00,0.00,0.00,0.00,1,1
06165-ZE1-000,1.00,232.00,250.80,0.00,0.00,0.00,0.00,0.00,1,1
S-103037X,2.00,969.40,969.40,0.00,0.00,0.00,0.00,0.00,1,1
99101-ZF50680,1.00,86.90,94.00,0.00,0.00,0.00,0.00,0.00,1,1
98028020,0.00,5.80,7.20,0.00,0.00,0.00,0.00,0.00,1,1
106-014,0.00,72.80,72.80,0.00,0.00,0.00,0.00,0.00,1,1
01962,0.00,74.10,75.50,0.00,0.00,0.00,0.00,0.00,1,1
70-030020,0.00,126.80,126.80,0.00,0.00,0.00,0.00,0.00,1,1
CNR-32,6.00,175.60,189.80,0.00,0.00,0.00,0.00,0.00,1,1
757-092,0.00,51.10,51.10,0.00,0.00,0.00,0.00,0.00,1,1
PERVIDSE,0.00,18.90,18.90,0.00,0.00,0.00,0.00,0.00,1,1
16562-ZE1-020,2.00,28.40,30.70,0.00,0.00,0.00,0.00,0.00,1,1
